word.freq.remove,word.freq.order,word.freq.free,word.freq.meeting,word.freq.re,word.freq.edu,char.freq.semicolon,char.freq.exclamation,capital.run.length.average,y
0,0,0,0,0,1.76,0,0.157,2,0
0,0,0,0,0.09,0.99,0.072,0.188,1.302,0
0,0,0,0,1.63,0,0,0,1.333,0
0,0,0,0.95,0,0,0,0,1.076,0
0,0,0,0,0,0,0,0.285,2.043,0
0,0,0,0,0.99,0,0.191,0.766,1,0
0,0,0,0,7.14,0,0,0,1,0
0,0,0,0,0.33,0.33,0,0.302,1.562,0
0,0,0,0,0,7.69,0,0,3,0
0,0,0,0,0,0,0,0,1,0
0,0,1.02,0,0,1.02,0,0.344,2.166,0
0,0,0,0,0,2.32,0,0,2.181,0
0,0,0,0,0,0,0,0.656,1.488,0
0,0,0,0,0.16,0.16,0,0.149,2.178,0
0,0,0,0,2.22,2.22,0,0,1.75,0
0,0,1.01,0,0,0,0,0,10,0
0,0,0.4,0,1.22,0,0,0,4.75,0
0,0,0.4,0,0.4,0.4,0,0,5.263,0
0,0,0.49,0,0.49,0,0.036,0.147,2.587,0
0,0,0,0,0.68,0,0,0.463,1.538,0
0,0,0.12,0,0.25,0.12,0,0.023,1.247,0
0,0,0,0,2.77,0,0,0,1,0
0,0,0,0,1.23,0,0,19.131,13.25,0
0,0,0,0,0.33,0.16,0.087,0,1.901,0
0,0,0,0,6.66,0,0,32.478,1.666,0
0,0,0,0,1.2,1.2,0.197,7.707,3.4,0
0,0,0,0,0,5,0,0,2.294,0
0,0,0,0,0,0,0,0,1.5,0
0,0,0,0,0,0,0,0.112,2.933,0
0,0.11,0,0,0,0.92,0.017,0.017,3.441,0
0,0,0.62,0,0,1.24,0,0.288,6,0
0,0,0.78,0.19,0.39,0,0,0.444,1.626,0
0,0,0,0,0,3.29,0,0,3,0
0,0,0,0,1.36,1.36,0,0.234,2.076,0
0,0,0,0,1.28,0,0,1.548,3.222,0
0,0,0,0,0,2.22,0,0,2.72,0
0,0,0,0,0.85,3.84,0,0,2.769,0
0,0,0,0,0,16.7,0,0,2.284,0
0,0,0,0,0.63,13.37,0,0,1.719,0
0,0,0,0,0.2,0,0,0.018,1.666,0
0,0,0,0,2.53,0,0,0,2,0
0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,1.666,0
0,0,0,0,0,0,0,0,1.25,0
0,0,0.05,0,0.1,0,0.025,0,1.318,0
0,0,0,0,0.27,0.27,0,0,1.2,0
0,0,0,0,0,1.09,0,0,1.512,0
0,0,0,0,0.6,1.21,0.112,0,1.617,0
0,0,0,1.34,2.01,1.34,0,0,2.432,0
0,0,0.23,0,0,0.23,0,0.082,1.256,0
0,0,0,0,0,4.76,0,0,1.375,0
