city,season,total_cases,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt,air_temp_k,avg_temp_k,dew_point_temp_k,max_air_temp_k,min_air_temp_k,precip_amt_kg_per_m2,relative_humidity_percent,specific_humidity,tdtr_k
sj,spring,11,,0.123,0.1983167,0.1916833,0,297.6928571,297.8571429,292.7757143,299.9,295.5,5.9,74.20571429,14.23142857,2.685714286
sj,spring,11,0.0602,0.069825,0.2164286,0.2027714,6.65,296.5957143,296.6357143,291.8428571,300.7,294.3,18.73,74.85,13.49285714,2.385714286
sj,spring,19,0.033075,0.05155,0.2085429,0.2354857,0,297.1785714,297.4642857,291.6742857,299.6,295.1,7.5,71.55857143,13.35,2.785714286
sj,spring,10,0.0388,0.023,0.2024429,0.2222571,0,298.8214286,299.05,294.0985714,301.7,296.7,16.2,75.41714286,15.50142857,3.842857143
sj,spring,8,-0.0035,0.007333333,0.1991,0.1928833,5.73,299.2042857,299.3857143,294.82,301.7,296.7,4,76.95285714,16.17,3.457142857
sj,spring,8,-0.0597,0.0331,0.1650857,0.1324571,0,299.35,299.5071429,294.7271429,301.1,297.8,1.5,75.87857143,16.07857143,2.7
sj,spring,9,0.1019,0.0747,0.1175167,0.1297857,33.03,298.85,298.9857143,294.7985714,301.4,297.1,27.3,78.53714286,16.14428571,2.542857143
sj,spring,3,0.0798,0.1065333,0.1590333,0.09873333,0,299.2414286,299.3857143,294.6614286,301.1,297.8,10.1,75.98285714,15.99714286,2.428571429
sj,spring,7,0.0235,0.05535,0.2090857,0.1450571,64.1,299.2814286,299.4357143,295.2628571,301.4,297.7,10.5,78.71142857,16.66,2.671428571
sj,summer,14,0.0557,0.08895,0.1841571,0.1623571,118.35,298.9957143,299.0428571,295.9785714,300.6,297.9,41.7,83.48571429,17.36857143,1.971428571
sj,summer,4,0.1197,0.0904,0.1477167,0.1914143,0,300.0014286,300.2642857,296.1742857,302.3,298.2,9.9,79.74571429,17.62,2.871428571
sj,summer,9,0.0108,0.05426667,0.1710429,0.2157,2.43,300.3671429,300.6,296.4114286,302.6,298,7.8,79.36428571,17.84714286,2.914285714
sj,summer,14,0.0749,0.07762,0.1302143,0.1368,34.69,300.0442857,300.0928571,296.3228571,302,298.4,23.4,80.24571429,17.73285714,2.185714286
sj,summer,7,0.1012,0.09026667,0.1940286,0.1983714,38.84,300.2957143,300.5142857,296.2385714,302.3,298.3,24.3,78.63857143,17.63571429,2.914285714
sj,summer,9,0.0883,0.07483333,0.1354571,0.1118571,5.87,300.4885714,300.6428571,296.4157143,302.3,299,21.3,78.62,17.84571429,2.428571429
sj,summer,3,-0.0562,0.0112,0.1573143,0.1659714,24.42,300.0942857,300.1714286,296.5114286,302.2,298.1,35.4,80.91714286,17.94857143,2.542857143
sj,summer,3,-0.1562,,0.1646429,0.1496857,41.34,299.9585714,299.9428571,296.6028571,302.7,298.2,73.74,82.13285714,18.04571429,1.771428571
sj,summer,14,0.1393,0.07825,0.2511714,0.1919429,29.9,300.1171429,300.2142857,296.2157143,302.4,297.8,33.6,79.45428571,17.61714286,2.742857143
sj,summer,12,0.0981,0.0981,0.1404571,0.1142286,19.57,300.2942857,300.4142857,296.7357143,302.5,297.8,28.6,81.10428571,18.18,2.514285714
sj,summer,10,0.008933333,0.046675,0.1411,0.1585714,57.65,299.84,299.9928571,296.5728571,301.9,298.1,42.79,82.39285714,17.98857143,2.471428571
sj,summer,21,,0.11135,0.1741857,0.1446,20.35,299.7614286,299.8,296.6585714,301.8,298.2,45.7,83.28,18.09142857,2.028571429
sj,summer,26,0.06065,0.08936667,0.1869714,0.2091857,94.72,300.2657143,300.3357143,296.7042857,302.5,298.8,35.9,81.14285714,18.18285714,2.1
sj,fall,47,0.1072,0.1159667,0.2084,0.1735571,8.83,300.1385714,300.1214286,296.8042857,302,298.5,35.9,82.22,18.30857143,2.071428571
sj,fall,42,0.03495,0.0815,0.1973143,0.1827714,11.47,300.5485714,300.7214286,297.4142857,302.6,298.9,46.4,83.16428571,19.04428571,2.585714286
sj,fall,31,-0.049,0.01545,0.1992286,0.1866286,86.14,300.6828571,300.8071429,297.2471429,303.6,299,36.89,81.80857143,18.82857143,2.585714286
sj,fall,34,0.12258,0.09823333,0.1432143,0.1434143,13.18,300.42,300.5142857,296.3857143,302.6,298,39.6,78.78,17.82857143,2.4
sj,fall,33,0.1123,0.1054,0.2000571,0.1438857,46.15,300.1328571,300.2071429,297.2685714,302.6,298.7,39,84.43714286,18.81428571,2.128571429
sj,fall,52,0.0019,0.095825,0.09027143,0.0999,70.29,300.5642857,300.7357143,296.7871429,303.2,298.5,26,80.08428571,18.31,2.642857143
sj,fall,56,-0.01515,0.0831,0.2018667,0.2107333,99.33,299.4785714,299.4357143,296.4357143,302.9,297.6,182,83.57571429,17.92714286,1.842857143
sj,fall,70,,0.1966,0.3152429,0.2916429,80.85,299.6085714,299.8428571,296.3042857,302.3,296.4,27.34,82.23428571,17.81857143,3.342857143
sj,fall,112,,0.1695,0.2978143,0.2102,0.78,300.3814286,300.55,296.1014286,302.3,298.1,7.27,77.53285714,17.55142857,2.7
sj,fall,70,0.07745,,0.1989571,0.1767429,2.08,300.0314286,300.0928571,295.6957143,301.9,298.6,9.5,77.30714286,17.09571429,2.042857143
sj,fall,47,0.0695,0.12345,0.1481429,0.1022714,18.83,299.6871429,299.7928571,295.3457143,302.6,297.9,9,77.16285714,16.76428571,2.242857143
sj,fall,48,,-0.1026,0.2017857,0.1477857,50.55,299.4914286,299.5285714,296.3128571,301.8,298,40.5,82.76571429,17.73857143,1.8
sj,fall,49,0.2192,0.1606,0.1749286,0.2117571,4.76,299.62,299.7,296.3371429,301.9,297.9,42.9,82.27,17.77142857,2.2
sj,winter,66,0.0568,0.0661,0.3493143,0.3120714,3.01,299.4557143,299.5071429,295.5757143,301.3,298.2,14.7,79.39571429,17.00142857,1.871428571
sj,winter,56,,-0.0448,0.2314143,0.2354714,0,300.1328571,300.35,295.1528571,302,298.8,0.3,74.28142857,16.53,2.671428571
sj,winter,61,,0.0001,0.2579571,0.2339,0,299.6385714,299.6642857,294.7957143,301.6,298.1,3.9,74.79571429,16.14571429,2.471428571
sj,winter,67,0.0663,0.075925,0.2132111,0.2257889,22.52,299.2142857,299.2857143,295.3514286,301.7,297.6,16.3,79.47,16.70428571,2.571428571
sj,winter,64,0.0455,0.0478,0.1239857,0.08344286,,,,,,,,,,
sj,winter,68,0.05076667,0.0341,0.2233714,0.1341571,10.59,298.8271429,298.9928571,295.03,300.7,297.2,44.4,79.63142857,16.36285714,2.157142857
sj,winter,49,-0.01615,-0.008225,0.2047143,0.1985714,106.97,297.6128571,297.6857143,294.8528571,300.2,296.4,53.2,84.69428571,16.20857143,1.885714286
sj,winter,50,0.1797,0.03345,0.2514571,0.1921,0,298.6114286,298.8,294.51,300.6,296.8,8.4,78.18285714,15.88142857,2.4
sj,winter,56,0.13155,0.045825,0.1461143,0.1313571,7.72,298.6942857,298.8571429,294.19,300.6,297,16.3,76.26142857,15.56142857,2.342857143
sj,winter,75,-0.0479,-0.0525,0.1274857,0.09734286,0,298.5785714,298.8071429,293.9714286,301.3,296.6,8.6,75.77714286,15.36142857,3.271428571
sj,winter,63,0.11825,0.0559,0.1819,0.1763143,142.6,299.0585714,299.25,295.6285714,302.2,296.7,18.5,81.61285714,17.08857143,2.957142857
sj,winter,62,,0.0754,0.2395714,0.2387,0,297.59,297.8357143,291.9014286,300.2,296.2,3.1,70.70142857,13.51285714,2.242857143
sj,winter,41,0.1545,0.0849,0.24338,0.1549833,0,298.8928571,299.1285714,294.1142857,300.6,297.8,1.1,75.01571429,15.47714286,2.285714286
sj,spring,50,0.06366667,0.09633333,0.1728429,0.1622143,0,297.6557143,297.7928571,293.5,301.1,295,10.3,77.92428571,14.93571429,2.842857143
sj,spring,34,,0.0797,0.1391714,0.1625286,0,298.2785714,298.3857143,294.6971429,301.2,295.7,42.78,80.77857143,16.08142857,2.228571429
sj,spring,31,0.0604,0.08823333,0.2129286,0.2124143,0,298.1757143,298.3714286,292.9071429,300.4,296.2,0.6,72.64285714,14.36714286,2.514285714
sj,spring,38,,0.0731,0.1881667,0.1685,0,298.5028571,298.6642857,294.0985714,300.7,296.5,21,76.67571429,15.48,2.557142857
sj,spring,30,0.0672,0.02766667,0.1485333,0.1277429,72.98,298.0442857,298.1928571,294.6285714,301.1,296.5,41.2,81.40571429,15.99857143,2.528571429
sj,spring,32,0.048,0.0652,0.09894286,0.1027714,12.01,297.8714286,298.2,294.2157143,300.8,295.6,19,80.19,15.63571429,3
sj,spring,26,0.0308,0.076,0.1139714,0.1258571,0,298.4728571,298.5785714,294.97,300.7,296.5,23.9,81.14571429,16.40285714,2.157142857
sj,spring,30,0.0671,0.09136667,0.1444857,0.1479571,22.22,297.7357143,297.7928571,293.5428571,299.8,296.2,24.3,77.71285714,15.01428571,2.157142857
sj,spring,36,0.1063,0.0461,0.2191857,0.2073286,71.64,299.5657143,299.8357143,295.8342857,301.5,298.2,11.7,80.07285714,17.23142857,2.357142857
sj,spring,35,,0.09693333,0.1582429,0.1198143,0,299.1328571,299.2928571,294.8271429,301.3,297.7,17.6,77.33142857,16.22142857,2.185714286
sj,spring,46,,0.04255,0.1317833,0.1003,55.76,299.2,299.4,295.11,302.9,296.6,10.3,78.40142857,16.50285714,3.628571429
sj,spring,48,-0.003,0.033625,0.1648667,0.1742,56.4,300.0242857,300.0857143,297.0628571,302.9,297.8,53.7,84.07142857,18.61428571,2.828571429
sj,spring,44,0.0484,0.0372,0.1550833,0.1645167,15.86,299.8428571,299.9357143,297.02,302.3,298.4,59.4,84.63571429,18.51142857,2.185714286
sj,summer,51,-0.0427,0.07076667,0.1536,0.1221429,8.19,299.6185714,299.8071429,296.3514286,301.4,298.1,35.8,82.46,17.76571429,2.328571429
sj,summer,59,0.12125,0.12125,0.2368143,0.2751714,86.21,300.7571429,300.8428571,297.4514286,302.7,299.2,20.7,82.30571429,18.99142857,2.428571429
sj,summer,71,0.0725,0.0509,0.2078286,0.1756286,49.52,300.5171429,300.5642857,296.4357143,303,298.9,15.4,78.53,17.85428571,2.385714286
sj,summer,102,0.03745,0.0167,0.1447,0.1523571,72.08,299.9442857,299.95,296.9957143,302.3,298.3,71.33,84.02571429,18.47,2.357142857
sj,summer,128,0.0715,0.096075,0.1718429,0.1558857,20.06,300.5957143,300.7214286,296.8471429,302.7,299,33.31,80.08571429,18.27857143,2.3
sj,summer,127,-0.03095,0.0628,0.1886286,0.1695286,54.05,300.4528571,300.4357143,296.9242857,302.9,298.5,45.31,81.29,18.39142857,2.3
sj,summer,150,0.0289,0.04713333,0.08254286,0.06893333,10.42,300.3371429,300.4571429,296.2885714,302.8,298.1,30.86,78.99,17.71571429,2.714285714
sj,summer,191,0.0554,0.1065,0.1776429,0.1602571,68.74,299.8228571,299.8857143,296.5028571,302.2,298.1,93.68,82.21285714,17.94571429,1.885714286
sj,summer,256,0.14065,0.127,0.26975,0.2465286,16.03,300.0614286,300.0357143,297.0385714,302,298.5,107.87,83.74285714,18.54714286,2.042857143
sj,summer,329,0.02866667,0.057625,0.1758571,0.1526857,25.79,300.6628571,300.8857143,297.1271429,303.2,298.6,27.7,81.21714286,18.63142857,2.914285714
sj,summer,263,0.05346667,0.0935,0.1854333,0.1739,38.44,300.6685714,300.6214286,297.4571429,303.1,298.9,55.9,82.8,19.01571429,2.271428571
sj,summer,220,0.1072,0.0567,0.1809667,0.1720333,24.34,300.3671429,300.35,297.4671429,303,298.9,63.2,84.20285714,19.01,1.728571429
sj,summer,204,0.0307,0.07575,0.1548167,0.1902571,96.58,300.4685714,300.5785714,297.4014286,303.1,298.7,98.3,83.45,19.02714286,2.671428571
sj,fall,181,0.0388,0.05403333,0.1585429,0.1456429,47.74,300.6871429,300.7071429,297.3285714,303.4,298.4,52.5,82.19285714,18.90857143,2.9
sj,fall,99,0.07465,0.05796667,0.1518857,0.122,72.73,300.1471429,300.2,297.16,302,298.7,73.6,84.00285714,18.72428571,2.028571429
sj,fall,54,,0.0401,0.1554833,0.14148,35.03,300.5871429,300.6071429,297.2757143,303,298.8,33.83,82.33285714,18.84714286,2.185714286
sj,fall,80,0.05085,0.04685,0.2315857,0.2066857,82.87,300.13,300.1857143,297.06,302.1,298.8,55.8,83.33142857,18.58142857,1.857142857
sj,fall,102,-0.0022,0.0382,0.1618857,0.1683143,223.61,300.5971429,300.7571429,296.5385714,302.9,298.5,124.4,78.78285714,18.06142857,2.8
sj,fall,127,,-0.019,0.1630571,0.1492,33.26,300.7128571,300.7428571,296.9214286,302.9,298.9,28.3,79.99857143,18.41857143,2.342857143
sj,fall,73,,0.08155,0.1864143,0.1386857,25.94,300.7957143,300.8571429,296.6128571,302.9,299.3,18.5,78.09857143,18.09142857,2.685714286
sj,fall,68,0.0213,0.085,0.1969667,0.1962,32.09,300.2471429,300.2357143,296.9,301.9,298.8,36.5,82.03857143,18.41,2.128571429
sj,fall,64,-0.0359,-0.0726,0.1117286,0.09242857,182.46,299.8485714,299.9857143,296.8671429,302.1,297.7,92.4,83.86571429,18.37571429,2.085714286
sj,fall,55,,-0.00225,0.2212286,0.1698,121.65,299.6528571,299.6928571,296.9428571,301.7,298.5,89.5,85.12,18.48428571,1.785714286
sj,fall,67,0.003866667,-0.05725,0.1859167,0.09834286,18.07,300.0028571,300.05,296.42,302.4,297.9,36.1,80.91428571,17.86857143,2.071428571
sj,fall,84,,,0.2537429,0.2166143,110.03,298.6757143,298.6571429,296.1828571,300.3,297.3,143.4,86.21428571,17.62714286,1.485714286
sj,fall,85,0.0501,0.06575,0.1662429,0.1467571,0,299.2328571,299.3214286,295.4928571,301.4,297.4,57.1,80.02142857,16.86714286,2.014285714
sj,winter,67,0.05675,0.06565,0.06918571,0.05278571,22.35,298.3014286,298.2571429,295.1728571,300.4,296.5,115.77,83.02428571,16.58714286,1.885714286
sj,winter,73,0.0619,0.002633333,0.2133,0.1730143,152.94,298.0942857,298.15,295.54,299.8,297.1,158.72,85.91142857,16.96571429,1.357142857
sj,winter,89,-0.08216667,-0.091675,0.2399,0.1700571,16.76,299.0428571,299.1,295.0328571,300.9,297.6,10.2,78.66857143,16.40857143,1.971428571
sj,winter,68,0.06056667,-0.13095,0.15715,0.0981875,0,299.2828571,299.4357143,295.2157143,301.4,298,12.8,78.41857143,16.56428571,2.128571429
sj,winter,59,,,,,,,,,,,,,,
sj,winter,56,,-0.0876,0.1887,0.1634167,45.39,298.7,298.8142857,295.0971429,300.7,297.3,17.72,80.59714286,16.45285714,2.428571429
sj,winter,77,-0.1399,-0.03763333,0.1813833,0.1448429,0,298.4828571,298.55,294.12,300.1,297.4,12.6,76.95428571,15.49285714,1.671428571
sj,winter,75,-0.0698,-0.03795,0.1808,0.1158429,47.16,297.8614286,297.9714286,294.4085714,300,296.1,20.62,81.31,15.76857143,2.2
sj,winter,47,0.0535,-0.10875,0.1818429,0.1406143,0,297.4428571,297.5714286,293.7014286,299.1,295.8,40.75,79.67142857,15.07285714,1.771428571
sj,winter,50,,0.05145,0.2175,0.1739286,0,296.7728571,296.7571429,290.9557143,299.3,294.5,14.9,70.19857143,12.74142857,2
sj,winter,42,0.0669,,0.2283286,0.2092,0,296.6685714,296.7857143,290.5528571,298.9,295.3,4.7,68.64142857,12.36571429,1.914285714
sj,winter,28,0.0263,0.0364,0.1718571,0.1876,18.66,297.2185714,297.4428571,292.73,299.4,295.5,18.64,76.24571429,14.22571429,2.571428571
sj,winter,37,0.12905,0.086,0.1234714,0.1325,23.9,295.9385714,296.1142857,290.6342857,299.7,293.7,8.7,72.25142857,12.49285714,2.714285714
sj,winter,37,-0.0509,0.03793333,0.1977167,0.1614667,0,297.5428571,297.6785714,293.3114286,299.7,295.3,8.3,77.42714286,14.73,2.785714286
sj,spring,27,-0.071225,0.043425,0.1611167,0.2284286,0,297.8828571,298.0714286,292.4214286,299.7,296,0.4,71.69142857,13.93571429,2.485714286
sj,spring,12,-0.10475,0.0402,0.2573714,0.2754429,5.5,297.5428571,297.8,292.7642857,300,295.8,5.5,74.80428571,14.24428571,3
sj,spring,15,0.135,0.03233333,0.1988,0.1830571,5.24,298.2228571,298.45,293.23,300.5,296.3,3.1,73.94,14.67142857,2.842857143
sj,spring,22,0.0541,-0.0981,0.1572667,0.1370571,15.91,298.3085714,298.4142857,294.3771429,300.4,296.1,8.9,78.91,15.73285714,2.314285714
sj,spring,8,,0.00075,0.2009429,0.2108429,18.76,297.9757143,298.0928571,293.2728571,300.1,295.7,16.2,75.38857143,14.74571429,2.585714286
sj,spring,15,0.0341,0.0351,0.1027857,0.09751429,75.59,297.4814286,297.6428571,292.4057143,301,295.2,12.76,73.64142857,13.97428571,3.6
sj,spring,17,0.0869,0.03965,0.1907857,0.1153857,0,299.2542857,299.4571429,294.5242857,301.4,296.7,2,75.39,15.86857143,3.2
sj,spring,10,0.07295,0.02765,0.1945833,0.1375,10.2,299.0357143,299.15,294.2014286,301,297.2,5.35,74.79857143,15.56142857,2.728571429
sj,spring,9,0.064,0.04806667,0.1721429,0.1899429,88.2,299.4314286,299.5,295.4157143,301.8,298,13.3,78.68285714,16.79571429,2.085714286
sj,spring,11,,0.0578,0.0804,0.08112,46.5,299.0985714,299.1214286,294.5728571,301,297.2,14.28,76.30857143,15.96714286,2.585714286
sj,spring,20,,0.09066667,0.1944714,0.1691571,33.82,299.7757143,299.9357143,295.2685714,302.6,297,22.1,76.59857143,16.65142857,3.185714286
sj,spring,13,,0.0738,0.1826429,0.1713286,15.26,300.0528571,300.1642857,296.2142857,302.4,298.6,18.64,79.71714286,17.63857143,2.214285714
sj,spring,11,0.04023333,-0.0127,0.1208833,0.09056667,2.16,300.5871429,300.6714286,296.2357143,302.7,298.4,6.6,77.37142857,17.64428571,3.257142857
sj,summer,16,0.0499,0.0499,0.07223333,0.08013333,100.35,300.0257143,299.9785714,296.43,302,298.3,24.8,80.75428571,17.85428571,2.5
sj,summer,11,,0.06756667,0.1184833,0.09545,115.14,300.3514286,300.3785714,296.54,302.3,298.7,30.1,79.75,17.98285714,2.385714286
sj,summer,7,,0.01375,0.0755,0.13685,96.93,299.3671429,299.3142857,296.4157143,301.6,297.9,81.61,83.96142857,17.84428571,1.942857143
sj,summer,17,,0.063,0.1645714,0.1307143,17.32,300.1485714,300.2571429,296.6228571,302.4,298.3,25.74,81.25,18.05142857,2.342857143
sj,summer,14,0.09746667,0.08616667,0.1838571,0.1788857,73.3,299.5042857,299.5357143,295.92,301.4,297.8,55.1,80.79857143,17.29571429,2.357142857
sj,summer,13,0.0545,0.067425,0.1345667,0.09766,29.53,299.79,299.8357143,296.3942857,302.4,297.5,58.2,81.84714286,17.80428571,2.5
sj,summer,15,0.1169,0.0494,0.2071143,0.1935286,96.36,299.85,299.8571429,296.8614286,301.9,298.5,66.52,83.91857143,18.32285714,2
sj,summer,30,0.0101,0.089,0.2987143,0.1783571,8.53,300.0642857,300.15,296.4742857,302.6,298,32.44,80.96857143,17.90285714,2.471428571
sj,summer,25,-0.07305,0.020225,0.1632429,0.1692429,22.01,300.4985714,300.4857143,297.0471429,302.8,298.8,29.35,81.67285714,18.55714286,2.428571429
sj,summer,40,,0.11395,0.2125714,0.1689143,44.23,299.97,300.0071429,296.7428571,302.6,298.4,61.7,82.64571429,18.21285714,1.842857143
sj,summer,44,0.01015,0.0687,0.1973,0.1710857,31.78,300.3271429,300.2857143,296.8571429,302.4,298.9,46.2,81.38714286,18.33285714,2.028571429
sj,summer,25,-0.01465,0.03655,0.1689,0.1532571,133.65,300.2271429,300.2857143,296.86,302.8,298.7,61.8,81.99857143,18.36,2.142857143
sj,summer,21,,-0.0331,0.2106571,0.1876,30.98,300.4585714,300.4357143,296.8957143,302.7,299.1,25.74,81.00285714,18.41,1.985714286
sj,fall,48,0.087,0.06035,0.0897,0.0988,66.06,300.5842857,300.6214286,296.8014286,302.8,298.8,40.7,79.96571429,18.31,2.214285714
sj,fall,56,-0.0121,0.067475,0.1585833,0.1250857,121.24,300.9614286,301.0214286,297.0842857,303.2,299.5,34.13,79.69714286,18.71,2.157142857
sj,fall,60,0.08305,0.06535,0.1360286,0.1046286,44.44,300.5728571,300.6214286,296.7014286,302.8,298.3,30.4,79.39,18.21428571,2.7
sj,fall,45,0.05016667,0.03946667,0.1699833,0.1612833,62.41,300.6442857,300.6357143,296.8242857,303.5,298.9,64.72,79.83714286,18.34571429,2.214285714
sj,fall,55,0.1322,0.01383333,0.2102286,0.1405857,52.34,300.4971429,300.6,296.6571429,302.5,298.5,22.37,79.67428571,18.12,1.942857143
sj,fall,32,-0.0864,0.12685,0.09071667,0.05796667,45.32,299.8271429,299.8357143,295.8714286,301.7,298.5,41.31,79.16,17.30428571,1.957142857
sj,fall,46,,-0.0368,0.036,0.037475,171.59,300.0257143,300.0142857,296.82,301.6,298.7,40.8,82.65714286,18.31571429,1.857142857
sj,fall,61,,0.009325,0.1754833,0.07245714,67.94,299.8042857,300.0357143,297.13,301.9,298.7,138.1,85.37714286,18.74285714,2.185714286
sj,fall,42,0.06275,0.1034,0.1734571,0.1658833,4.84,299.96,299.9428571,296.5314286,302,298,24.52,81.62857143,18.01428571,1.885714286
sj,fall,37,0.1235,0.095575,0.08925,0.08956667,20.03,299.3042857,299.3785714,295.8714286,301,298,53.27,81.48857143,17.29857143,2.042857143
sj,fall,43,-0.0454,0.0747,0.05148,0.03943333,83.66,298.9685714,299.0785714,296.33,301.3,298,104.51,85.40428571,17.81714286,1.814285714
sj,fall,34,0.0005,0.0712,0.1077,0.08874,224.9,298.7328571,298.8785714,296.2857143,300.8,297.1,140.2,86.40571429,17.87,1.9
sj,fall,40,0.1536,0.104775,0.1132333,0.09898571,2.11,298.7828571,299.0571429,294.7757143,301,296.8,8.7,78.68285714,16.20714286,3.257142857
sj,winter,25,,0.0881,0.2564667,0.2146,63.47,297.3328571,297.3,293.9742857,298.9,296.2,107.84,81.86428571,15.41571429,1.4
sj,winter,16,0.10558,0.078075,0.1300286,0.07642857,0,297.4,297.3928571,292.1614286,298.7,296.3,8.78,72.65285714,13.73,1.814285714
sj,winter,17,0.1088,0.12705,0.1088714,0.09908571,0,297.3828571,297.5142857,292.9642857,299.4,296.1,14.5,76.49714286,14.43714286,1.8
sj,winter,17,-0.1336,-0.061225,0.1682,0.08631111,40.35,298.3671429,298.3071429,293.8871429,300.3,296.4,12.34,76.31714286,15.25714286,2.642857143
sj,winter,16,0.20635,0.1613,0.1398833,0.09583333,81.73,298.1485714,298.1642857,294.3557143,299.9,296.5,32.3,79.60714286,15.72285714,1.9
sj,winter,23,0.337,0.30785,0.2466857,0.1686286,45.19,297.4414286,297.5857143,293.1914286,299.1,296.1,47.1,77.34285714,14.61285714,2.057142857
sj,winter,18,0.353,0.3073,0.3262714,0.2914286,0,296.5885714,296.4785714,290.8528571,299,293.2,14.7,70.45714286,12.61,1.842857143
sj,winter,18,0.3419,0.228,0.32975,0.38142,0,296.1842857,296.3642857,289.8271429,299,292.6,0.7,67.76571429,11.96428571,3.1
sj,winter,9,0.29455,0.2239,0.2389333,0.1607,0,297.6714286,297.8642857,292.7342857,299.8,295.8,2.02,74.06285714,14.21285714,2.242857143
sj,winter,7,,0.1061,0.2147429,0.1499286,24.19,297.6757143,297.9,293.27,299.9,296.3,2.6,76.50285714,14.65285714,2.114285714
sj,winter,7,0.1931667,0.17314,0.1632714,0.08688571,0,297.7457143,297.9785714,293.25,299.9,296.3,3.1,76.11714286,14.61857143,2.357142857
sj,winter,4,,0.2075,0.1507571,0.1469167,7.67,297.0885714,297.2214286,292.1742857,298.9,295.3,13.41,74.06428571,13.67,1.985714286
sj,winter,3,0.17025,0.1962,0.2178,0.1580429,98.45,296.5528571,296.6785714,291.9528571,298.9,294.5,14.91,75.72142857,13.58714286,2.471428571
sj,spring,2,0.3779,0.22,0.16348,0.1562286,11.48,296.2028571,296.3571429,289.6428571,299.1,294.4,1.1,66.73571429,11.71571429,3.028571429
sj,spring,8,0.2311,0.230875,0.1591,0.0873,25.96,296.3157143,296.45,290.9985714,298.4,294,3.29,72.14285714,12.73857143,2.357142857
sj,spring,3,0.2204,0.1969,0.2298571,0.1853,0,296.7442857,296.9071429,291.2257143,298.8,294.6,6.8,71.39,12.93,2.328571429
sj,spring,1,,0.1460667,0.25795,0.2118429,2.09,296.3528571,296.6071429,290.81,299.3,293.6,5.14,71.35142857,12.63714286,4.071428571
sj,spring,1,0.2050333,0.04636667,0.1806286,0.2042857,7.23,297.8171429,297.9642857,293.6328571,300.1,296,17.9,77.78571429,15.05857143,2.557142857
sj,spring,2,0.07435,0.102575,0.1650857,0.1372286,0,297.7528571,297.8714286,293.1871429,299.9,293.9,5.3,75.84285714,14.65,3.542857143
sj,spring,3,-0.287,0.0767,0.08985,0.07655714,0,297.6228571,297.7857143,292.83,299.8,296.1,14.9,74.75428571,14.27142857,2.228571429
sj,spring,3,0.1544,0.13275,0.2154143,0.1837429,82.06,298.3428571,298.5857143,294.2542857,300.6,296.3,5,78.24428571,15.62285714,3.2
sj,spring,2,0.1302,0.1127,0.1250143,0.1334571,6.13,298.6485714,298.7214286,294.1385714,300.4,297,3.4,76.21428571,15.48,2.442857143
sj,spring,0,,0.09815,0.1490857,0.1343857,21.53,298.32,298.4428571,294.2642857,300.4,296.6,16.35,78.33714286,15.63857143,2.771428571
sj,spring,0,0.0865,0.08775,0.1752833,0.1601286,68.14,298.7714286,298.9642857,294.5542857,301,297,10.06,77.71285714,15.91857143,2.642857143
sj,spring,2,0.1882,0.1144,0.1839857,0.1126714,39.45,298.7785714,299.1428571,294.8657143,301.2,297,13.8,79.19714286,16.23714286,2.914285714
sj,spring,2,0.0849,0.11876,0.20226,0.1301571,48.51,299.28,299.4,295.2271429,301.7,297.3,17.1,78.53714286,16.58714286,2.428571429
sj,summer,0,0.1459,0.138175,0.1687286,0.1188429,46.02,299.6242857,299.7571429,295.6671429,301.7,297.7,10.95,79.05142857,17.03428571,2.457142857
sj,summer,6,0.1097,0.0902,0.2046833,0.1521833,46.38,299.7857143,299.8642857,295.1357143,301.9,297.9,21.3,75.74857143,16.45428571,2.357142857
sj,summer,3,0.1431,0.1623333,0.2898,0.2421286,45.96,299.5028571,299.5785714,295.94,301.7,297.5,30.64,80.84571429,17.28857143,2.328571429
sj,summer,6,0.11045,0.1341,0.1740429,0.1527333,33.94,299.6071429,299.6357143,295.3671429,301.4,297.7,19.02,77.61714286,16.70571429,2.157142857
sj,summer,2,0.0812,0.07275,0.1071,0.06248333,7.95,300.1185714,300.2142857,295.8714286,301.8,298.6,12.7,77.68142857,17.23857143,2.285714286
sj,summer,3,0.17185,0.17685,0.2847857,0.2321714,5.81,300.0257143,300.1857143,295.8757143,301.9,298.4,16.7,78.12571429,17.24571429,2.285714286
sj,summer,2,0.22305,0.18965,0.2902,0.2455143,9.53,300.1642857,300.3357143,296.0785714,302.6,297.9,23.18,78.60428571,17.46285714,2.9
sj,summer,4,0.1667,0.3276,0.2619143,0.2189714,0,299.9085714,300.1071429,295.9614286,301.9,298.2,19.7,79.00857143,17.33285714,2.357142857
sj,summer,5,0.13025,0.1474,0.12684,0.1106,32.67,300.0342857,300.1214286,296.4114286,302.1,298,33.7,80.75142857,17.84571429,2.328571429
sj,summer,2,0.14415,0.1204667,0.2751571,0.2257571,60.71,299.9242857,299.9714286,296.5642857,302,298.1,60.66,82.02142857,18.00428571,2.514285714
sj,summer,9,0.17645,0.1304,0.2522,0.2054571,8.62,300.5285714,300.5571429,296.6357143,302.8,298.6,27.72,79.50714286,18.06714286,2.2
sj,summer,2,0.2156667,0.1542333,0.1988667,0.1828714,27.4,300.4685714,300.7,296.5985714,303.2,298.5,29.66,79.55857143,18.03857143,2.828571429
