,hour,day,month,KHOU_temp,KHOU_dewpoint,COAST
1922,4,2,3,285.25,269.25,7653.95016934221
1923,5,2,3,284.25,270.25,7953.55414760447
1924,6,2,3,282.25,271.25,8678.02491887621
1925,7,2,3,281.25,271.25,9744.34723988194
1926,8,2,3,280.25,272.25,10114.2661104131
1927,9,2,3,279.25,272.25,9872.16038993886
1928,10,2,3,279.25,272.25,9707.75663567744
1929,11,2,3,279.25,272.25,9669.7561180826
1930,12,2,3,279.25,273.25,9325.03233237809
1931,13,2,3,282.25,273.25,9148.17283132229
1932,14,2,3,285.25,272.25,9091.45083379849
1933,15,2,3,287.25,274.25,8984.84445921062
1934,16,2,3,289.25,274.25,8921.72325182285
1935,17,2,3,290.25,272.25,8948.12402067772
1936,18,2,3,291.25,272.25,8868.49196222978
1937,19,2,3,292.25,272.25,8658.51011140056
1938,20,2,3,292.25,270.25,8923.11813934881
1939,21,2,3,293.25,269.25,9286.49174700943
1940,22,2,3,292.25,270.25,8891.64941865269
1941,23,2,3,292.25,270.25,8266.07395919834
1942,0,3,3,290.25,270.25,7862.4053
1943,1,3,3,285.25,274.25,7639.36397114761
1944,2,3,3,287.25,272.25,7417.12613551523
1945,3,3,3,284.25,274.25,7384.6815769714
1946,4,3,3,283.25,276.25,7403.48015523467
1947,5,3,3,282.25,276.25,7677.26524078372
1948,6,3,3,282.25,277.25,8439.17891475038
1949,7,3,3,282.25,278.25,9520.83510767125
1950,8,3,3,282.25,278.25,9741.14736520453
1951,9,3,3,280.25,277.25,9394.13230043465
1952,10,3,3,280.25,278.25,9208.55591551998
1953,11,3,3,282.25,280.25,9234.91392782839
1954,12,3,3,281.25,280.25,9047.10954156732
1955,13,3,3,286.25,282.25,8923.42128094597
1956,14,3,3,289.25,280.25,9017.49694637266
1957,15,3,3,292.25,279.25,9084.65518257922
1958,16,3,3,293.25,280.25,9137.9295165666
1959,17,3,3,294.25,281.25,9135.56193828511
1960,18,3,3,295.25,284.25,9030.90069528356
1961,19,3,3,295.25,285.25,8885.45032914742
1962,20,3,3,295.25,286.25,9063.05679299457
1963,21,3,3,294.25,286.25,9377.29635266565
1964,22,3,3,293.25,286.25,8907.51011470945
1965,23,3,3,292.25,286.25,8258.00864214775
1966,0,4,3,290.25,285.25,7508.5793
1967,1,4,3,290.25,285.25,7125.78591885618
1968,2,4,3,289.25,286.25,6932.15289991663
1969,3,4,3,289.25,286.25,6816.0980779683
1970,4,4,3,289.25,286.25,6763.36708079302
1971,5,4,3,288.25,286.25,6871.5711356148
1972,6,4,3,288.25,286.25,7397.02043603626
1973,7,4,3,288.25,286.25,8286.80571019798
1974,8,4,3,288.25,286.25,8628.83267049043
1975,9,4,3,288.25,287.25,8501.25046938696
1976,10,4,3,288.25,287.25,8648.33265111165
1977,11,4,3,288.25,287.25,8939.56601366583
1978,12,4,3,289.25,287.25,8925.31500961136
1979,13,4,3,290.25,289.25,8901.75804169618
1980,14,4,3,292.25,288.25,8851.9184850343
1981,15,4,3,291.25,287.25,8832.6462027521
1982,16,4,3,290.25,288.25,8867.6550092154
1983,17,4,3,290.25,288.25,8952.60540483463
1984,18,4,3,291.25,288.25,9058.48131407188
1985,19,4,3,291.25,288,9048.83870612554
1986,20,4,3,290.25,289,9300.01270440411
1987,21,4,3,290.25,288.75,9354.48029530622
1988,22,4,3,290,288.25,8979.00937619915
1989,23,4,3,290.25,288.25,8280.22337124038
1990,0,5,3,289.25,288.25,7695.9694
1991,1,5,3,289.25,288.75,7195.97546929488
1992,2,5,3,290.25,289.25,6919.05316846891
1993,3,5,3,290.25,290.25,6788.57751569551
1994,4,5,3,290.25,290.25,6743.53322958549
1995,5,5,3,290.25,290.25,6809.78178328174
1996,6,5,3,290.25,290.25,7285.35099279901
1997,7,5,3,290.25,290.25,8228.99668046306
1998,8,5,3,290.25,290.25,8453.15952370993
1999,9,5,3,288,286.5,8398.98743949198
2000,10,5,3,288.25,286.25,8630.21894225313
2001,11,5,3,287.25,286.25,8931.25591048842
2002,12,5,3,287.25,284.25,9004.00604421088
2003,13,5,3,287.25,281.25,9010.46594146771
2004,14,5,3,287.25,280.25,9050.75298981726
2005,15,5,3,288.25,277.25,9014.17757234508
2006,16,5,3,289.25,277.25,8979.47593638427
2007,17,5,3,290.25,278.25,9000.13917320707
2008,18,5,3,291.25,279.25,8918.4381036211
2009,19,5,3,292.25,279.25,8592.05523979829
2010,20,5,3,292.25,280.25,8721.01919566173
2011,21,5,3,292.25,280.25,9014.04963779098
2012,22,5,3,292.25,280.25,8642.56392788364
2013,23,5,3,291.25,279.25,8093.59733158412
2014,0,6,3,290.25,279.25,7678.6309
2015,1,6,3,289.25,279.25,7489.14646704226
2016,2,6,3,288.25,279.25,7261.22729758331
2017,3,6,3,287.25,279.25,7201.27176531605
2018,4,6,3,286.25,279.25,7188.8742188007
2019,5,6,3,285.25,280.25,7382.54392389331
2020,6,6,3,286.25,280.25,8058.94434090959
2021,7,6,3,285.25,280.25,9065.3693308244
2022,8,6,3,285.25,279.25,9377.09162186469
2023,9,6,3,283.25,279.25,9154.56213172099
2024,10,6,3,283.25,279.25,9205.33043439935
2025,11,6,3,283.25,279.25,9306.15694090342
2026,12,6,3,282.25,279.25,9259.64011032967
2027,13,6,3,285.25,280.25,9178.53609496834
2028,14,6,3,287.25,280.25,9168.41212947586
2029,15,6,3,289.25,279.25,9240.55584957465
2030,16,6,3,290.25,279.25,9250.01277838107
2031,17,6,3,291.25,279.25,9336.19775764894
2032,18,6,3,292.25,279.25,9232.45027527661
2033,19,6,3,293.25,279.25,8823.8233456048
2034,20,6,3,294.25,279.25,8913.98271145817
2035,21,6,3,294.25,277.25,9148.33758592006
2036,22,6,3,293.25,281.25,8803.10368248606
2037,23,6,3,291.25,281.25,8318.2760426098
2038,0,7,3,288.25,282.25,7948.1316
2039,1,7,3,286.25,282.25,7435.62163850689
2040,2,7,3,286.25,282.25,7115.52869293711
2041,3,7,3,285.25,282.25,6997.39542434209
2042,4,7,3,285.25,282.25,6935.83974883895
2043,5,7,3,284.25,282.25,6999.96361472487
2044,6,7,3,284.25,282.25,7181.80227597842
2045,7,7,3,285.25,283.25,7673.93585252709
2046,8,7,3,286.25,284.25,7940.82688189843
2047,9,7,3,286.25,285.25,8135.11852516254
2048,10,7,3,287.25,285.25,8459.96868855906
2049,11,7,3,287.25,285.75,8678.95551299643
2050,12,7,3,287.25,286.25,8716.75478440651
2051,13,7,3,289.25,286.25,8725.24356028714
2052,14,7,3,290.75,287.25,8898.65351363929
2053,15,7,3,292.25,286.25,8870.77276438471
2054,16,7,3,295.25,286.25,9045.24721931172
2055,17,7,3,296.25,286.25,9237.67790295001
2056,18,7,3,297.25,287.25,9273.02466000094
2057,19,7,3,297.25,287.25,9164.96459791227
2058,20,7,3,297.25,288.25,9212.93600791012
2059,21,7,3,297.25,288.25,9374.8442744441
2060,22,7,3,297.25,287.25,8997.01066000669
2061,23,7,3,296.25,288.25,8476.03150538954
2062,0,1,3,294.25,289.25,8112.1106
2063,1,1,3,292.25,289.25,7496.00955250784
2064,2,1,3,291.25,289.25,7155.49974821006
2065,3,1,3,291.25,289.25,6978.69067994378
2066,4,1,3,291.25,290.25,6851.63498403735
2067,5,1,3,291.25,288.75,6822.06054102799
2068,6,1,3,289.25,279.25,6862.56492511196
2069,7,1,3,289.25,278.25,7112.72113131484
2070,8,1,3,289.25,277.25,7120.74705775616
2071,9,1,3,289.25,277.25,7222.43613221897
2072,10,1,3,288.25,277.25,7466.38261337669
2073,11,1,3,287.25,277.25,7724.26931681841
2074,12,1,3,287.25,277.25,7920.33407304769
2075,13,1,3,288.25,277.25,8123.53665352528
2076,14,1,3,289.25,276.25,8166.00387165463
2077,15,1,3,290.25,276.25,8190.71438262835
2078,16,1,3,291.25,276.25,8247.45432991656
2079,17,1,3,292.25,276.25,8301.1752031971
2080,18,1,3,292.25,276.25,8482.27544746317
2081,19,1,3,294.25,276.25,8379.05940749626
2082,20,1,3,294.25,275.25,8529.32885441403
2083,21,1,3,294.25,276.25,8798.77712455279
2084,22,1,3,294.25,275.25,8510.97554586101
2085,23,1,3,293.25,275.25,7988.91818871749
2086,0,2,3,292.25,275.25,7455.1103
2087,1,2,3,291.25,276.25,7138.64924861014
2088,2,2,3,289.25,277.25,6899.36379226135
2089,3,2,3,289.25,277.25,6909.32726274659
2090,4,2,3,287.25,277.25,6955.37773073047
2091,5,2,3,287.25,277.25,7156.67181666854
2092,6,2,3,285.25,277.25,7828.62596516712
2093,7,2,3,284.25,277.25,8776.05050998672
2094,8,2,3,282.25,277.25,9134.06660296088
2095,9,2,3,284.25,277.25,8982.28381904193
2096,10,2,3,284.25,277.25,9035.95179214221
2097,11,2,3,283.25,277.25,9191.78133329246
2098,12,2,3,282.25,278.25,9205.65907006603
2099,13,2,3,286.25,279.25,9260.55355528739
2100,14,2,3,289.25,278.25,9287.34886002009
2101,15,2,3,290.25,278.25,9378.51922999538
2102,16,2,3,291.25,276.25,9443.66463442206
2103,17,2,3,292.25,276.25,9559.33433709849
2104,18,2,3,293.25,275.25,9510.36348117426
2105,19,2,3,295.25,274.25,9191.06211799752
2106,20,2,3,295.25,274.25,9239.90274863358
2107,21,2,3,295.25,274.25,9510.38009309725
2108,22,2,3,295.25,275.25,9034.57443655849
2109,23,2,3,295.25,275.25,8363.35103886641
2110,0,3,3,291.25,280.25,7790.0923
2111,1,3,3,289.25,281.25,7243.40200530519
2112,2,3,3,287.25,281.25,6980.88365803041
2113,3,3,3,287.25,281.25,6882.48401099224
2114,4,3,3,286.25,281.25,6866.56443379957
2115,5,3,3,286.25,282.25,7024.77018433928
2116,6,3,3,286.25,282.25,7585.93958702266
2117,7,3,3,285.25,281.25,8534.78803622381
2118,8,3,3,285.25,282.25,8716.86571776115
2119,9,3,3,284.25,282.25,8689.70243292239
2120,10,3,3,284.25,282.25,8882.69678076842
2121,11,3,3,284.25,282.25,9072.68205688301
2122,12,3,3,285.25,283.25,9164.82839791792
2123,13,3,3,287.25,285.25,9207.59876281567
2124,14,3,3,291.25,285.25,9329.83833645405
2125,15,3,3,293.25,283.25,9448.74256023363
2126,16,3,3,295.25,282.25,9523.29653454139
2127,17,3,3,296.25,282.25,9562.33199286333
2128,18,3,3,296.25,283.25,9542.79328464174
2129,19,3,3,296.25,282.25,9351.07976216978
2130,20,3,3,296.25,282.25,9305.81242771171
2131,21,3,3,296.25,282.25,9557.04969937264
2132,22,3,3,295.25,281.25,9049.60891172637
2133,23,3,3,293.25,281.25,8348.88096677354
2134,0,4,3,290.25,281.25,7660.2275
2135,1,4,3,289.25,284.25,7352.11992050989
2136,2,4,3,287.25,284.25,7135.679302038
2137,3,4,3,287.25,284.25,7028.39051621252
2138,4,4,3,286.25,284.25,6998.91838446321
2139,5,4,3,287.25,284.25,7136.0538659319
2140,6,4,3,286.25,284.25,7676.04212561212
2141,7,4,3,286.25,284.25,8617.61027237196
2142,8,4,3,285.25,283.25,8732.11983687143
2143,9,4,3,285.75,284.25,8695.13058096451
2144,10,4,3,286.25,285,8850.51341152925
2145,11,4,3,286.25,285.25,9227.37246012405
2146,12,4,3,287.25,286.25,9379.43195225464
2147,13,4,3,290.25,287.25,9333.86221763979
2148,14,4,3,292.25,287.25,9474.80967023951
2149,15,4,3,294.25,287.25,9595.45458283326
2150,16,4,3,296.25,288.25,9689.48890664784
2151,17,4,3,297.25,287.25,9829.0230588861
2152,18,4,3,297.25,287.25,9788.43333702531
2153,19,4,3,298.25,288.25,9543.4373684894
2154,20,4,3,297.25,289.25,9578.53843310585
2155,21,4,3,295.25,288.25,9915.5422570422
2156,22,4,3,294.25,288.25,9532.35414288842
2157,23,4,3,293.75,287.75,8799.53721214522
2158,0,5,4,292.25,287.25,8112.7858
2159,1,5,4,291.25,287.25,7751.11998813487
2160,2,5,4,291.25,288.25,7393.22920764539
2161,3,5,4,290.25,287.25,7210.71434203432
2162,4,5,4,289.25,288.25,7122.1862002918
2163,5,5,4,289.25,287.75,7220.73932267631
2164,6,5,4,290.25,287.25,7724.27660672115
2165,7,5,4,290.25,286.25,8604.70414050375
2166,8,5,4,290.25,286.25,8771.48874426523
2167,9,5,4,290.25,286.25,8858.1606310953
2168,10,5,4,290.25,286.25,9084.13720576609
2169,11,5,4,290.25,286.25,9413.69425906198
2170,12,5,4,290.25,286.25,9637.0296363813
2171,13,5,4,291.25,286.25,9676.58272088902
2172,14,5,4,293.25,287.25,9794.88737671188
2173,15,5,4,295.25,287.25,9884.2902213549
2174,16,5,4,296.25,287.25,9895.74715013061
2175,17,5,4,296.25,289.25,9965.9015762892
2176,18,5,4,296.25,288.25,9880.72822361225
2177,19,5,4,296.25,289.25,9574.3551337605
2178,20,5,4,296.25,289.25,9639.93392483726
2179,21,5,4,295.75,289.25,9857.66285703678
2180,22,5,4,295.25,289.25,9455.29258418131
2181,23,5,4,294.25,289.25,8779.27939106575
2182,0,6,4,292.25,289.25,8182.145
2183,1,6,4,292.25,289.25,7811.96164299633
2184,2,6,4,292.25,290.25,7469.70417441239
2185,3,6,4,292.25,290.25,7290.11750846579
2186,4,6,4,292.75,290.25,7266.85876764362
2187,5,6,4,293.25,290.25,7291.72785911595
2188,6,6,4,293.25,290.25,7587.01264209482
2189,7,6,4,292.25,290.25,8072.69375583367
2190,8,6,4,292.25,290.25,8230.01965635934
2191,9,6,4,292.25,290.25,8420.6111364169
2192,10,6,4,292.25,290.25,8777.09058443365
2193,11,6,4,292.25,289.25,9157.57793810659
2194,12,6,4,292.25,289.25,9528.11868190668
2195,13,6,4,292.25,290.25,9539.92534519097
2196,14,6,4,293.75,289.25,9514.15147230083
2197,15,6,4,294.25,289.25,9575.82874459008
2198,16,6,4,296.25,289.25,9623.71235352311
2199,17,6,4,297.25,289.25,9726.60827861938
2200,18,6,4,297.25,290.25,9762.78479658967
2201,19,6,4,296.25,291.25,9525.33829381008
2202,20,6,4,293.75,292.25,9604.02848457689
2203,21,6,4,293.25,292.25,9685.93418764114
2204,22,6,4,294.25,292.25,9303.01278879007
2205,23,6,4,294.25,292.25,8754.03668262252
2206,0,7,4,293.25,292.25,8223.7992
2207,1,7,4,293.25,292.25,7968.90763979331
2208,2,7,4,293.25,292.25,7674.80498701924
2209,3,7,4,293.25,292.25,7444.55379527922
2210,4,7,4,293.5,292.25,7307.57023159265
2211,5,7,4,294.25,292.25,7227.2016830222
2212,6,7,4,294.25,292.25,7333.80134227725
2213,7,7,4,294.25,292.25,7535.4698369947
2214,8,7,4,293.25,292.25,7676.41714943202
2215,9,7,4,294.25,292.25,8242.56577372739
2216,10,7,4,293.75,292.25,8759.81020991167
2217,11,7,4,292.25,291.25,9299.11648755576
2218,12,7,4,291.25,290.5,9702.0030228486
2219,13,7,4,292.5,292,10146.874012225
2220,14,7,4,296.25,292.25,10528.9786195042
2221,15,7,4,298.25,290.25,10796.8316359838
2222,16,7,4,300.25,290.25,10990.497966073
2223,17,7,4,300.25,289.25,11059.8878061041
2224,18,7,4,301.25,289.25,10928.0019048242
2225,19,7,4,300.25,290.25,10623.9419776659
2226,20,7,4,301.25,289.25,10320.2559792465
2227,21,7,4,301.25,290.25,10481.923972864
2228,22,7,4,299.25,290.25,10171.0845371036
2229,23,7,4,299.25,290.25,9651.65246191834
2230,0,1,4,296.25,289.25,9051.9508
2231,1,1,4,295.25,289.25,8278.02065265827
2232,2,1,4,293.25,290.25,7904.50029899169
2233,3,1,4,292.25,290.75,7652.91102744309
2234,4,1,4,292.25,291.25,7495.75677087886
2235,5,1,4,294.25,292.25,7452.97125534088
2236,6,1,4,293.25,291.25,7560.39729000996
2237,7,1,4,292.5,292,7735.09745152831
2238,8,1,4,293.25,292.25,7771.26271821391
2239,9,1,4,294.25,292.25,7986.63998024451
2240,10,1,4,294.25,292.25,8281.32463884715
2241,11,1,4,294.25,292.25,8674.23499918858
2242,12,1,4,294.25,293.25,8887.2499108564
2243,13,1,4,294.25,292.25,9110.95040367567
2244,14,1,4,294.25,292.25,9312.12770456124
2245,15,1,4,294.5,293,9467.39982978934
2246,16,1,4,295.5,293.25,9561.7526252072
2247,17,1,4,297.75,293.75,9552.75328247274
2248,18,1,4,299.25,293.25,9519.72075967349
2249,19,1,4,299.25,292.25,9310.06631920879
2250,20,1,4,298.25,292.25,9358.03662245564
2251,21,1,4,298.25,292.25,9854.99852320196
2252,22,1,4,297.25,291.25,9697.21058173196
2253,23,1,4,296.25,291.25,9296.81713957771
2254,0,2,4,295.25,292.25,8632.7088
2255,1,2,4,294.25,292.25,8181.93130632092
2256,2,2,4,294.25,292.25,7861.09360716651
2257,3,2,4,294.25,291.25,7664.27199481024
2258,4,2,4,294.25,291.25,7586.631548352
2259,5,2,4,294.25,291.25,7730.42663003159
2260,6,2,4,294.25,291.25,8220.31644374676
2261,7,2,4,294.25,291.25,9027.8450924489
2262,8,2,4,294.25,291.25,9285.21023007852
2263,9,2,4,293.25,291.25,9230.19312305138
2264,10,2,4,294.25,291.25,9600.4673682839
2265,11,2,4,293.25,291.25,10101.477535808
2266,12,2,4,294.25,291.25,10353.3389775063
2267,13,2,4,294.25,291.25,10556.4979141005
2268,14,2,4,294.25,291.25,10835.6230442671
2269,15,2,4,295.25,291.25,11024.9028566361
2270,16,2,4,295.75,291.25,11144.6185854051
2271,17,2,4,297.25,291.25,11114.3667738606
2272,18,2,4,298.25,290.25,11000.2902006805
2273,19,2,4,298.25,290.25,10611.1456162296
2274,20,2,4,299.25,290.25,10394.2147693868
2275,21,2,4,298.25,290.25,10656.6729288578
2276,22,2,4,297.25,290.25,10198.2141698891
2277,23,2,4,296.25,290.25,9475.00590509955
2278,0,3,4,295.25,290.25,8688.392
2279,1,3,4,294.25,291.25,8217.07638482031
2280,2,3,4,293.25,291.25,7945.08654750164
2281,3,3,4,293.25,291.25,7753.15567888865
2282,4,3,4,292.75,291.25,7619.13437098885
2283,5,3,4,293.25,291.25,7729.01124302023
2284,6,3,4,293.5,291.25,8273.11503896493
2285,7,3,4,294.25,291.25,9172.00142380886
2286,8,3,4,294.25,291.25,9309.14307025511
2287,9,3,4,293.25,291.25,9427.81367667343
2288,10,3,4,293.25,291.25,9667.08422592897
2289,11,3,4,294.25,290.75,10038.3185712764
2290,12,3,4,293.75,290.75,10291.7115280153
2291,13,3,4,294.25,290.25,10444.2931702193
2292,14,3,4,294.75,290.25,10678.6418914241
2293,15,3,4,296.25,290.25,10878.790511076
2294,16,3,4,297.75,290.25,10979.0491599588
2295,17,3,4,298.25,290.25,11004.8261490199
2296,18,3,4,298.25,290.25,10894.7175380825
2297,19,3,4,297.25,290.25,10496.597406231
2298,20,3,4,297.25,289.25,10387.7484295618
2299,21,3,4,296.25,290.25,10666.9890373688
2300,22,3,4,296.75,290.25,10263.8132737078
2301,23,3,4,295.75,290.25,9555.19441842441
2302,0,4,4,295.25,291.25,8731.8987
2303,1,4,4,294.25,291.25,8397.42741221125
2304,2,4,4,295.25,291.25,8071.09133931436
2305,3,4,4,295.25,291.75,7885.27095085114
2306,4,4,4,295.25,292.25,7818.86855061691
2307,5,4,4,295.25,292.25,7886.47285463328
2308,6,4,4,295.25,292.25,8414.57102402749
2309,7,4,4,294.25,291.75,9303.76043904559
2310,8,4,4,294.25,291.25,9366.32793014572
2311,9,4,4,294.25,291.25,9423.73331146016
2312,10,4,4,294.25,291.25,9753.59613497963
2313,11,4,4,294.25,291.25,10197.2417501555
2314,12,4,4,294.25,291.25,10534.4516985688
2315,13,4,4,295.25,291.25,10749.2571226949
2316,14,4,4,294.75,291.25,10920.5820722733
2317,15,4,4,296.25,290.25,11025.7190384604
2318,16,4,4,297.25,290.25,11089.4522607559
2319,17,4,4,298.25,290.25,11057.5289994041
2320,18,4,4,298.25,291.25,10843.9177424497
2321,19,4,4,299.25,291.25,10492.5180312903
2322,20,4,4,299.25,290.25,10324.9826090709
2323,21,4,4,298.25,291.25,10264.1099995442
2324,22,4,4,298.25,291.25,9767.84023934756
2325,23,4,4,297.25,292.25,9010.45354890302
2326,0,5,4,293.25,289.75,8230.2477
2327,1,5,4,291.5,288,7713.40039754823
2328,2,5,4,291.25,287.25,7328.90214914864
2329,3,5,4,291.25,286.25,7034.97043041234
2330,4,5,4,291.25,286.25,6910.71410314516
2331,5,5,4,291.25,284.25,6946.31685345114
2332,6,5,4,290.25,276.25,7436.65854507168
2333,7,5,4,288.25,274.25,8299.3143445303
2334,8,5,4,287.25,273.25,8390.48538188813
2335,9,5,4,286.25,273.25,8448.33301965043
2336,10,5,4,285.25,274.25,8713.87049030727
2337,11,5,4,285.25,274.25,8941.50550209245
2338,12,5,4,285.25,275.25,9134.31822603024
2339,13,5,4,285.25,275.25,9164.12973878533
2340,14,5,4,287.25,276.25,9289.84939861284
2341,15,5,4,289.25,275.25,9394.23745234854
2342,16,5,4,290.25,275.25,9500.25416704602
2343,17,5,4,292.25,274.25,9610.12261253715
2344,18,5,4,293.25,274.25,9601.12442396652
2345,19,5,4,294.25,274.25,9230.76307163046
2346,20,5,4,294.25,272.25,9180.51879857504
2347,21,5,4,294.75,272.25,9475.77758372763
2348,22,5,4,295.25,272.25,9070.06412182081
2349,23,5,4,294.25,272.25,8437.91669855642
2350,0,6,4,292.25,272.25,7767.9422
2351,1,6,4,290.25,273.25,7394.34083685649
2352,2,6,4,289.25,274.25,7139.72027614484
2353,3,6,4,287.25,275.25,7021.86746964279
2354,4,6,4,286.25,276.25,6986.73937606206
2355,5,6,4,285.25,276.25,7101.04916941139
2356,6,6,4,286.25,276.25,7734.2392858592
2357,7,6,4,284.25,276.25,8633.434490626
2358,8,6,4,283.25,277.25,8747.9005537727
2359,9,6,4,282.25,277.25,8877.48559835757
2360,10,6,4,282.25,277.25,9127.79324420783
2361,11,6,4,281.25,277.25,9395.21128255296
2362,12,6,4,283.25,279.25,9482.83836278825
2363,13,6,4,289.25,279.25,9428.76633381752
2364,14,6,4,291.25,279.25,9437.9102818008
2365,15,6,4,292.25,276.25,9586.62579997906
2366,16,6,4,294.25,276.25,9554.0673745867
2367,17,6,4,294.25,280.25,9589.95738711195
2368,18,6,4,294.25,280.25,9478.81478996966
2369,19,6,4,294.25,279.25,9191.46360758285
2370,20,6,4,294.25,278.25,9165.17523543343
2371,21,6,4,294.25,279.25,9416.78290503084
2372,22,6,4,292.25,280.25,9097.76484513632
2373,23,6,4,291.25,282.25,8593.57924849254
2374,0,7,4,290.25,283.25,8080.6359
2375,1,7,4,290.25,283.25,7599.68579821751
2376,2,7,4,290.25,282.25,7241.01845988147
2377,3,7,4,289.25,282.25,7069.28728006681
2378,4,7,4,289.25,282.25,6976.87484823711
2379,5,7,4,287.25,282.25,6960.96487095385
2380,6,7,4,287.25,283.25,7135.16692440475
2381,7,7,4,286.25,283.25,7459.2242806969
2382,8,7,4,286.25,283.25,7623.56423020332
2383,9,7,4,286.25,284.25,8017.68340844918
2384,10,7,4,287.25,284.25,8345.11824692935
2385,11,7,4,288.25,285.25,8578.927243608
2386,12,7,4,289.25,286.25,8557.00797593577
2387,13,7,4,291.25,287.25,8550.49252290366
2388,14,7,4,291.25,288.25,8590.57547837453
2389,15,7,4,291.25,288.25,8574.82933192812
2390,16,7,4,291.25,289.25,8622.51553745776
2391,17,7,4,292.25,287.25,8675.1265315415
2392,18,7,4,291.25,287.25,8662.77129802375
2393,19,7,4,291.25,286.75,8590.83276699715
2394,20,7,4,291.5,286.25,8564.47186059645
2395,21,7,4,292.25,286.25,8937.02522656415
2396,22,7,4,291.25,284.25,8720.98106078246
2397,23,7,4,291.25,284.25,8257.53030939744
2398,0,1,4,290.25,284.25,7816.5168
2399,1,1,4,289.25,285.25,7414.84850205864
2400,2,1,4,289.25,285.25,7126.01892736376
2401,3,1,4,288.25,285.25,6957.84547289005
2402,4,1,4,288.25,285.25,6850.70685700787
2403,5,1,4,288.25,285.25,6839.68551079507
2404,6,1,4,287.25,285.25,6879.06355695445
2405,7,1,4,286.25,284.25,7048.20815070029
2406,8,1,4,286.25,285.25,7009.4687642745
2407,9,1,4,286.25,285.25,7256.4484922948
2408,10,1,4,286.25,285.25,7633.45484486381
2409,11,1,4,286.25,285.25,7998.75393296853
2410,12,1,4,287.25,285.25,8276.0072634678
2411,13,1,4,291.25,288.25,8524.25009388949
2412,14,1,4,292.25,289.25,8763.54061715969
2413,15,1,4,294.25,289.25,8962.68680169104
2414,16,1,4,295.25,289.25,9120.05697561931
2415,17,1,4,296.25,289.25,9273.44302543307
2416,18,1,4,296.25,288.25,9355.15793541705
2417,19,1,4,296.25,289.25,9188.25345527191
2418,20,1,4,296.25,287.25,9217.14543040627
2419,21,1,4,296.25,286.25,9560.66816420272
2420,22,1,4,296.25,286.25,9193.49231311768
2421,23,1,4,294.25,286.25,8598.91584061171
2422,0,2,4,293.25,285.25,7908.3244
2423,1,2,4,292.25,286.25,7364.58969887915
2424,2,2,4,291.25,287.25,7115.87980932946
2425,3,2,4,291.25,287.25,6972.3798898422
2426,4,2,4,290.25,287.25,6924.73178915933
2427,5,2,4,289.25,287.25,7011.09908561829
2428,6,2,4,289.25,287.25,7517.03298916564
2429,7,2,4,289.25,287.25,8335.53291577421
2430,8,2,4,289.25,287.25,8443.20424228233
2431,9,2,4,288.25,287.25,8564.13303274975
2432,10,2,4,287.25,287,8915.76932656667
2433,11,2,4,287.25,287,9299.26499833399
2434,12,2,4,288.75,287.25,9669.86330817138
2435,13,2,4,291.25,287.25,9790.68730567385
2436,14,2,4,292.25,286.25,9986.20756143496
2437,15,2,4,295.25,286.25,10142.0696890999
2438,16,2,4,296.25,286.25,10248.2361554541
2439,17,2,4,297.25,285.25,10228.2782777459
2440,18,2,4,297.25,284.25,10136.0606801518
2441,19,2,4,297.25,284.25,9820.27814414878
2442,20,2,4,296.25,283.25,9723.66410990386
2443,21,2,4,296.25,285.25,10055.9861942377
2444,22,2,4,295.25,284.25,9588.86237332314
2445,23,2,4,295.25,285.25,8834.95653238303
2446,0,3,4,293.25,286.25,8160.1287
2447,1,3,4,292.25,286.25,7670.73693335111
2448,2,3,4,292.25,287.25,7346.85000690537
2449,3,3,4,292.25,287.25,7164.67115882556
2450,4,3,4,292.25,287.25,7048.25751568627
2451,5,3,4,292.25,287.25,7168.09329914467
2452,6,3,4,291.25,287.25,7648.46790453241
2453,7,3,4,291.25,289.25,8494.70796207966
2454,8,3,4,291.25,289.25,8542.5076640624
2455,9,3,4,291.25,288.25,8764.1455110753
2456,10,3,4,291.25,288.25,9189.99557931398
2457,11,3,4,290.25,288.25,9572.97985342225
2458,12,3,4,291.25,288.25,9964.74252705086
2459,13,3,4,294.25,287.25,10065.4103478948
2460,14,3,4,294.25,286.25,10324.2974137664
2461,15,3,4,295.25,287.25,10335.5524470991
2462,16,3,4,296.25,288.25,10414.2453748359
2463,17,3,4,297.25,289.25,10596.7121026669
2464,18,3,4,297.25,287.25,10563.064847004
2465,19,3,4,298.25,286.25,10223.0320416811
2466,20,3,4,297.25,288.25,10047.4023813452
2467,21,3,4,296.25,289.25,10328.6695121841
2468,22,3,4,296.25,289.25,9876.28019139936
2469,23,3,4,294.25,290.25,9091.69888291662
2470,0,4,4,294.25,289.25,8332.2553
2471,1,4,4,293.75,290.25,7800.22257784046
2472,2,4,4,292.75,290.25,7467.30556477288
2473,3,4,4,292.25,290.25,7316.58408449101
2474,4,4,4,292.25,289.25,7249.08422640432
2475,5,4,4,292.25,289.25,7363.711777462
2476,6,4,4,292.25,289.25,7848.20020196281
2477,7,4,4,292.25,289.25,8651.01721895772
2478,8,4,4,292.25,289.25,8717.62836554956
2479,9,4,4,291.25,289.25,8875.92230898274
2480,10,4,4,291.75,289.25,9120.67554807603
2481,11,4,4,291.25,289.25,9385.76341863405
2482,12,4,4,292.25,290.25,9682.78684788784
2483,13,4,4,293.25,290.25,9841.31448793669
