"from","to"
1302,28
1304,2141
1304,5754
1304,3020
1304,3019
1305,8721
1305,8628
1305,7906
1309,28
1309,1595
1310,29
1310,5856
1311,29
1311,5856
1312,29
1312,5856
1313,29
1313,5856
1314,2218
1314,29
1315,2218
1315,29
1316,2218
1316,29
1317,2218
1317,29
1318,2218
1318,29
1319,2218
1319,29
1320,2218
1320,29
1321,2218
1321,29
1322,2218
1322,29
1323,2218
1323,29
1324,2218
1324,29
1327,1334
1328,30
1328,1812
1328,1811
1328,3857
1328,1807
1330,1349
1330,3938
1330,1493
1330,1494
1330,473
1330,1807
1330,1984
1331,1328
1331,30
1331,1339
1333,30
1333,1807
1336,1392
1336,30
1336,1421
1336,1807
1338,1339
1344,1812
1345,1349
1350,7906
1350,1080
1350,6948
1350,15
1350,32
1350,8672
1350,1813
1351,30
1353,147
1353,7327
1353,1808
1357,30
1357,1810
1359,30
1360,30
1369,4441
1372,30
1373,9028
1373,2400
1373,30
1373,1328
1376,1339
1380,1661
1380,30
1381,1380
1383,1384
1383,2141
1383,2420
1383,154
1383,31
1386,1113
1389,1113
1391,2141
1391,31
1392,1394
1393,31
1395,1113
1395,42
1395,377
1396,31
1398,31
1398,1809
1398,1807
1398,1812
1399,1113
1400,1113
1401,1811
1401,1491
1401,17
1401,16
1401,2
1401,41
1401,12
1401,24
1401,31
1401,30
1401,11
1401,21
1401,60
1401,86
1401,1476
1401,1
1401,33
1401,4
1401,1489
1401,7
1401,394
1401,1490
1401,546
1401,88
1401,171
1401,19
1402,1113
1402,2141
1402,31
1402,62
1402,30
1402,1349
1402,87
1402,88
1402,55
1402,22
1407,2141
1407,1080
1408,1113
1410,1113
1410,31
1411,31
1412,1113
1413,78
1413,37
1414,1113
1416,1113
1419,31
1421,5042
1421,2654
1421,8750
1421,1113
1421,8753
1424,1080
1424,31
1425,3938
1425,1080
1425,126
1425,1233
1425,4967
1425,10
1425,1077
1425,1076
1429,386
1430,2822
1430,1616
1432,1080
1432,15
1432,32
1438,42
1438,4941
1438,263
1438,94
1438,1080
1438,46
1438,1262
1438,160
1438,6948
1438,386
1438,15
1438,129
1438,932
1438,4989
1438,181
1438,7112
1438,64
1438,13
1438,220
1438,366
1438,341
1438,340
1438,8623
1438,8624
1438,389
1438,120
1438,370
1438,7899
1438,272
1438,113
1438,935
1438,153
1438,185
1438,316
1438,133
1438,187
1438,6480
1438,604
1438,600
1438,274
1438,182
1438,303
1438,145
1438,168
1438,360
1438,6777
1439,32
1439,15
1440,32
1440,128
1440,15
1440,806
1440,129
1440,5042
1440,333
1440,1662
1440,3021
1440,1325
1440,8621
1440,64
1441,8626
1441,8653
1442,7111
1442,3019
1446,7896
1447,8626
1447,8653
1448,1489
1448,1494
1448,33
1448,394
1448,239
1449,33
1450,4294
1450,33
1451,937
1451,8666
1451,32
1451,5066
1451,33
1451,1490
1451,5276
1451,8717
1453,8709
1453,1256
1453,68
1453,2421
1453,33
1455,8718
1455,473
1455,2
1455,1476
1455,1494
1455,2827
1455,33
1455,1489
1455,1807
1455,1619
1455,1811
1455,1808
1455,8735
1455,8716
1455,1813
1455,2466
1456,33
1456,67
1456,1490
1456,81
1456,2409
1456,1077
1456,3411
1456,8672
1456,42
1456,32
1457,33
1458,33
1459,33
1460,1492
1461,6146
1461,8703
1461,33
1462,1492
1463,4824
1463,5805
1464,3023
1464,85
1464,8653
1464,134
1464,8774
1464,2421
1464,3938
1464,33
1465,1810
1465,1812
1465,1808
1465,1811
1465,1807
1465,8654
1465,7756
1465,33
1465,4035
1466,1491
1466,33
1467,33
1467,1492
1468,2408
1468,1489
1468,109
1468,33
1468,314
1469,8688
1469,8682
1469,8712
1469,1494
1469,8685
1469,8730
1469,8749
1469,33
1469,1
1469,23
1469,1103
1469,1476
1469,1491
1470,88
1470,17
1470,55
1470,22
1470,24
1470,49
1470,11
1470,16
1470,12
1470,21
1470,60
1470,86
1470,33
1470,1
1470,1489
1470,1476
1470,7
1470,4
1470,1491
1470,1492
1470,179
1470,2
1470,2466
1471,6428
1471,1807
1471,33
1471,1038
1471,600
1471,1076
1472,88
1472,17
1472,55
1472,22
1472,24
1472,49
1472,11
1472,16
1472,12
1472,21
1472,60
1472,86
1472,33
1472,1
1472,1489
1472,1476
1472,7
1472,4
1472,1491
1472,1492
1472,179
1472,2
1472,2466
1473,1491
1473,33
1474,88
1474,17
1474,55
1474,22
1474,24
1474,49
1474,11
1474,16
1474,12
1474,21
1474,60
1474,86
1474,33
1474,1
1474,1489
1474,1476
1474,7
1474,4
1474,1491
1474,1492
1474,179
1474,2
1474,2466
1475,3058
1475,1491
1475,33
1475,9543
1476,33
1477,8684
1477,8683
1477,1494
1477,8672
1477,33
1477,1
1477,455
1479,4862
1479,2141
1479,33
1479,1076
1479,8758
1479,1080
1479,1813
1480,2410
1480,2409
1480,2413
1480,2407
1480,33
1481,1489
1481,5804
1481,33
1482,31
1482,33
1483,33
1483,603
1483,1813
1485,33
1485,2
1485,1494
1485,16
1485,12
1485,60
1485,11
1485,22
1485,87
1485,1
1486,33
1487,8682
1487,33
1488,1807
1488,8654
1488,30
1488,31
1488,33
1488,27
1488,8669
1488,936
1488,8666
1488,8708
1488,8710
1488,3557
1488,459
1488,598
1488,603
1488,1079
1489,4392
1490,2409
1491,3085
1491,3086
1491,3087
1491,3088
1491,3089
1491,3090
1491,3091
1491,3092
1493,8682
1493,2416
1499,1661
1500,9532
1500,34
1500,605
1501,1661
1502,13
1502,603
1502,7112
1502,10
1502,149
1502,140
1502,1496
1502,42
1502,64
1502,386
1502,806
1502,46
1502,1497
1504,13
1504,140
1504,1496
1504,149
1504,10
1504,7112
1504,386
1504,1497
1504,64
1504,46
1504,806
1504,42
1505,9182
1505,4006
1505,136
1505,852
1505,4999
1505,6880
1505,7026
1505,4035
1505,4015
1505,34
1505,263
1505,2016
1506,46
1506,34
1506,605
1506,335
1507,34
1507,10
1507,5905
1507,361
1508,1525
1509,1080
1509,309
1509,34
1509,8682
1509,139
1509,8653
1509,134
1509,8717
1509,6179
1509,8688
1509,8672
1509,8750
1509,8666
1509,8774
1509,3977
1512,2407
1512,5346
1512,134
1512,2250
1512,1080
1512,7112
1512,127
1512,4982
1512,340
1513,1225
1513,139
1513,34
1513,8672
1513,806
1513,129
1513,1080
1515,2822
1515,8672
1515,8717
1515,8750
1515,8666
1515,1080
1515,337
1515,2018
1515,34
1516,1618
1516,5066
1516,5065
1516,10
1516,34
1516,129
1516,4968
1516,3408
1517,1080
1517,3021
1517,34
1517,123
1518,1812
1518,1984
1518,3857
1518,34
1518,1080
1518,8666
1518,599
1518,11
1518,9037
1518,4
1518,8717
1518,2407
1522,605
1522,255
1522,380
1522,231
1522,263
1522,141
1522,28
1522,57
1522,34
1522,335
1522,37
1523,8631
1523,34
1523,360
1523,1845
1523,1510
1523,8636
1523,8638
1523,8639
1523,8641
1523,8646
1523,8648
1523,8649
1523,8650
1523,8652
1523,5905
1525,8631
1525,34
1525,360
1525,1845
1525,1510
1525,8636
1525,8638
1525,8639
1525,8641
1525,8646
1525,8648
1525,8649
1525,8650
1525,8652
1525,5905
1528,8623
1528,4941
1528,333
1528,1080
1528,341
1528,340
1528,337
1528,8626
1528,151
1528,27
1528,84
1528,52
1528,161
1528,3021
1528,272
1528,305
1528,34
1528,1325
1528,8621
1528,64
1528,6279
1528,129
1528,285
1528,2018
1528,46
1528,120
1528,263
1528,1858
1528,253
1528,15
1528,247
1529,605
1529,64
1529,149
1529,32
1529,333
1529,5042
1529,5066
1529,201
1529,141
1529,4941
1529,263
1529,151
1529,27
1529,36
1529,84
1529,52
1529,309
1529,3021
1529,277
1529,34
1529,1325
1529,85
1529,335
1529,253
1529,161
1529,325
1529,1662
1529,259
1529,380
1529,3188
1529,7903
1530,7111
1530,263
1530,5042
1531,35
1532,35
1533,35
1534,35
1535,35
1537,35
1539,35
1539,2079
1540,7853
1541,35
1542,35
1543,35
1544,35
1545,35
1546,35
1547,35
1548,35
1549,35
1550,35
1551,35
1552,35
1553,35
1553,2079
1559,1556
1560,35
1561,35
1563,270
1563,6428
1563,45
1563,5066
1563,35
1563,4613
1563,54
1564,2079
1565,35
1566,35
1567,35
1569,4441
1570,7853
1571,35
1572,1556
1574,35
1575,35
1576,36
1578,66
1579,2758
1579,205
1582,36
1582,66
1582,6948
1582,99
1586,6947
1586,36
1586,1618
1586,5995
1586,1080
1588,6947
1588,36
1588,1618
1588,5995
1588,1080
1589,36
1590,6947
1590,36
1590,1618
1590,5995
1590,1080
1592,7756
1592,3188
1592,151
1592,3941
1592,247
1592,8173
1592,1476
1592,202
1592,8735
1592,8718
1592,7758
1594,222
1594,36
1595,1080
1595,6177
1595,359
1595,124
1595,296
1595,18
1595,74
1595,36
1595,228
1595,8090
1595,3019
1595,3022
1595,83
1595,3023
1595,159
1595,103
1595,211
1595,3931
1595,1309
1596,8735
1598,36
1599,36
1599,151
1599,8624
1599,8693
1599,8688
1599,7763
1599,8735
1600,1080
1600,6177
1600,359
1600,124
1600,296
1600,18
1600,74
1600,36
1600,228
1600,8090
1600,3019
1600,3022
1600,83
1600,3023
1600,159
1600,103
1600,211
1600,3931
1600,1309
1601,1607
1603,303
1603,163
1603,6947
1603,36
1603,3188
1603,345
1603,94
1606,1619
1606,8669
1606,1489
1606,1080
1606,36
1608,7716
1613,8693
1613,36
1614,66
1614,205
1614,8689
1614,8693
1614,8688
1614,37
1614,1858
1614,161
1614,99
1614,8310
1614,1807
1614,1810
1616,42
1616,5066
1616,46
1616,62
1616,3021
1616,7899
1616,7903
1617,1618
1618,67
1618,1863
1618,1864
1620,1661
1620,37
1620,1491
1621,1658
1621,1659
1621,1660
1621,1661
1621,1080
1621,1662
1623,37
1625,1655
1625,2376
1626,57
1626,2376
1627,2376
1627,37
1628,201
1628,32
1628,1862
1628,333
1628,325
1628,37
1628,259
1628,380
1628,141
1628,151
1628,4941
1628,9207
1628,263
1628,2007
1628,8551
1628,27
1628,57
1628,36
1628,2258
1628,34
1628,1325
1628,85
1628,84
1628,52
1628,335
1628,64
1628,366
1628,5042
1628,139
1628,228
1628,253
1628,161
1628,309
1628,6948
1628,1662
1628,5066
1628,3021
1628,277
1628,3806
1628,3188
1628,7903
1628,38
1628,71
1628,1807
1628,20
1629,8630
1629,8631
1629,1080
1629,129
1629,5042
1629,15
1629,123
1629,46
1629,151
1629,36
1629,56
1629,3021
1629,37
1629,8635
1629,8636
1629,8638
1629,8639
1629,8641
1629,8643
1629,8645
1629,8646
1629,8647
1629,8648
1629,8649
1629,8650
1629,8652
1631,94
1631,37
1631,123
1631,6136
1632,94
1632,37
1632,123
1632,6136
1633,8685
1634,4724
1634,37
1634,9109
1634,1264
1634,8690
1639,2376
1643,10
1643,34
1645,8682
1645,37
1645,2376
1646,364
1646,37
1646,1639
1646,1625
1649,6179
1649,8735
1649,6131
1649,8690
1649,8710
1649,8757
1649,8756
1649,8623
1649,42
1649,91
1649,5485
1649,37
1649,32
1649,806
1650,2079
1650,4441
1651,335
1651,202
1651,197
1651,389
1651,161
1651,123
1651,8756
1651,37
1651,36
1651,8653
1651,15
1651,8743
1651,84
1651,182
1651,120
1651,7903
1651,599
1651,546
1651,311
1651,210
1651,3355
1652,125
1652,42
1652,3803
1652,10
1652,5065
1652,5066
1652,2418
1652,1662
1652,6146
1652,1225
1652,6283
1653,8629
1653,8630
1653,128
1653,7114
1653,1080
1653,1325
1653,15
1653,3021
1653,8646
1653,8648
1653,1812
1653,1807
1653,1984
1653,1985
1654,605
1654,32
1654,15
1654,46
1654,6479
1654,2007
1654,52
1654,37
1654,349
1654,94
1654,6947
1654,3803
1654,389
1654,161
1654,151
1654,335
1654,247
1654,57
1654,31
1654,1
1654,1489
1654,1490
1654,1476
1654,7
1654,73
1654,1492
1654,4
1654,89
1654,602
1654,603
1655,2376
1656,27
1656,52
1656,32
1656,1080
1656,84
1656,94
1656,3445
1656,37
1656,15
1657,303
1657,15
1657,5065
1657,129
1657,36
1657,161
1657,335
1657,3188
1657,3806
1657,37
1657,163
1657,1080
1657,10
1657,1662
1657,1628
1657,185
1657,4968
1660,1618
1660,2218
1662,2020
1662,2021
1662,2022
1662,2023
1662,2024
1662,2025
1663,7899
1663,338
1663,4258
1663,7906
1664,1076
1664,338
1665,38
1666,38
1666,338
1669,1076
1669,338
1672,38
1676,1076
1676,338
1677,3031
1677,337
1677,4257
1677,7906
1677,50
1677,71
1679,38
1679,8640
1679,8643
1679,8648
1679,8650
1679,8666
1679,8755
1679,397
1682,120
1682,8699
1682,1078
1684,2217
1684,38
1685,2217
1685,38
1687,341
1687,314
1687,338
1687,7906
1688,43
1689,341
1689,314
1689,338
1689,7906
1690,8669
1690,1807
1693,38
1693,338
1694,38
1694,1491
1694,1113
1694,1807
1695,6179
1698,38
1699,338
1700,8669
1700,1807
1701,1705
1702,38
1702,299
1702,8648
1703,4258
1704,8636
1704,8268
1707,473
1707,2
1707,38
1712,39
1714,39
1716,8653
1719,8653
1719,39
1719,1810
1724,39
1725,129
1728,39
1729,461
1731,8730
1731,10
1731,3246
1733,39
1734,39
1737,1264
1739,39
1740,39
1741,7903
1741,1080
1741,160
1741,366
1741,129
1741,120
1741,32
1741,15
1741,191
1741,1113
1741,285
1741,9037
1742,39
1743,6136
1744,148
1746,5052
1746,1080
1746,5066
1746,32
1746,10
1746,1225
1746,366
1746,7903
1746,120
1746,375
1746,331
1746,8666
1746,134
1746,8672
1746,6179
1746,8654
1747,39
1749,39
1749,2079
1752,40
1752,39
1752,6428
1752,2218
1752,1811
1753,7802
1753,1987
1755,39
1755,1810
1755,1811
1755,1807
1759,40
1760,2476
1760,40
1763,2476
1763,40
1766,40
1767,40
1768,40
1769,40
1772,6344
1774,40
1780,40
1784,40
1786,40
1787,40
1789,40
1790,1080
1790,40
1791,2079
1791,7896
1793,40
1793,8666
1793,9
1797,40
1798,40
1800,2079
1802,143
1803,1984
1805,1804
1806,40
1808,6428
1809,6428
1809,2218
1821,41
1822,2079
1824,41
1826,41
1828,2476
1828,41
1836,41
1838,1080
1838,1225
1838,34
1838,603
1838,3977
1839,600
1839,598
1839,604
1839,42
1839,54
1839,2654
1839,1256
1840,32
1840,4982
1840,10
1840,377
1840,6930
1840,15
1840,1080
1840,2466
1840,89
1840,3590
1840,3996
1840,129
1840,8653
1840,7906
1840,598
1842,7903
1842,42
1842,94
1842,197
1842,161
1842,377
1842,8682
1842,8710
1842,8688
1842,8619
1842,8726
1842,8743
1842,7899
1842,8654
1842,7756
1843,32
1843,15
1845,68
1845,54
1845,3031
1845,1225
1845,10
1845,64
1845,1080
1845,333
1845,127
1845,32
1845,15
1845,46
1845,149
1845,271
1845,170
1845,598
1845,13
1845,459
1845,1496
1846,149
1846,2664
1846,129
1846,15
1846,3438
1846,101
1846,13
1846,46
1847,4982
1847,931
1847,9275
1847,32
1847,46
1847,129
1847,10
1848,366
1848,42
1849,3020
1849,42
1850,1080
1850,1628
1850,1497
1850,1662
1851,32
1851,15
1852,27
1852,9146
1853,422
1853,37
1853,3021
1853,3107
1854,3996
1854,149
1854,3975
1854,4008
1854,8653
1854,134
1854,1225
1854,10
1854,4035
1854,2672
1854,8750
1854,5505
1854,1813
1854,599
1854,71
1854,3355
1855,1225
1855,1080
1855,34
1857,8623
1857,139
1857,32
1857,15
1857,8717
1857,8672
1859,220
1859,1080
1859,32
1859,15
1859,129
1859,263
1859,380
1859,64
1859,1225
1859,340
1859,8626
1859,285
1859,936
1859,3433
1859,8667
1859,125
1860,1080
1860,1225
1860,94
1862,5066
1862,1080
1863,42
1865,43
1869,43
1869,31
1869,1
1871,1080
1871,8628
1871,611
1872,2
1872,473
1872,8718
1872,8659
1872,8745
1872,8657
1884,4824
1884,7899
1884,1492
1889,9
1889,598
1891,44
1891,68
1891,1807
1891,2870
1892,44
1892,6680
1892,6681
1892,6682
1892,2870
1892,2845
1892,1084
1892,2871
1895,4699
1897,2870
1899,1619
1900,1807
1900,2827
1902,2870
1902,2079
1904,2997
1905,6885
1906,1
1906,341
1907,2870
1909,2870
1910,8684
1910,1493
1910,1892
1910,33
1910,68
1910,175
1910,8682
1910,6680
1910,6682
1910,2870
1910,1807
1910,1810
1910,1809
1910,1811
1910,3857
1910,397
1910,18
1913,1619
1913,7911
1913,1807
1914,1493
1914,1892
1915,2870
1920,1619
1920,7911
1920,1807
1923,8635
1926,2870
1927,2870
1927,2079
1929,68
1929,2870
1930,1810
1930,1808
1930,1811
1930,3857
1931,9
1933,8712
1934,2870
1938,1807
1938,2870
1939,1810
1939,1807
1939,1812
1939,1811
1939,1809
1939,45
1939,1391
1942,45
1942,3856
1942,7910
1942,8657
1942,9139
1946,45
1946,3856
1946,8691
1946,8743
1950,2079
1956,2079
1957,2079
1958,45
1958,5793
1958,3856
1965,45
1974,3856
1974,45
1985,6428
1989,113
1989,46
1989,7113
1990,46
1990,609
1990,935
1990,1995
1993,2217
1993,1662
1993,2079
1995,7801
1997,46
1997,2007
1998,46
1998,8645
2001,46
2001,603
2001,7903
2001,1662
2002,46
2002,603
2002,7903
2002,1662
2004,1080
2004,5065
2004,1662
2004,129
2004,6017
2004,133
2004,113
2004,4941
2004,333
2004,936
2006,1080
2006,5065
2006,1662
2006,129
2006,6017
2006,133
2006,113
2006,4941
2006,333
2006,936
2007,1662
2007,1618
2007,3641
2007,10
2007,9543
2008,42
2008,129
2008,32
2008,46
2008,806
2008,10
2008,333
2008,64
2008,149
2008,3433
2011,113
2011,46
2011,129
2012,1662
2015,1752
2015,181
2015,257
2015,1262
2015,4982
2015,10
2015,3857
2015,1662
2018,46
2018,603
2018,7903
2018,1662
2020,1811
2020,46
2021,1662
2022,1662
2023,7801
2024,2023
2024,1662
2024,7800
2024,7801
2024,7802
2025,2023
2025,1662
2030,47
2033,8098
2034,2079
2034,7896
2036,1619
2036,1985
2042,2079
2043,47
2045,2079
2045,47
2045,2217
2046,2079
2047,47
2048,47
2049,47
2050,47
2050,4441
2052,47
2054,47
2055,1808
2055,1811
2055,1984
2055,1619
2055,1809
2055,1807
2055,7455
2055,47
2055,2079
2056,7268
2057,47
2058,47
2067,6428
2067,2079
2067,1619
2068,47
2070,534
2081,48
2082,48
2088,2211
2088,366
2089,49
2089,2129
2089,2130
2089,2131
2089,2132
2089,2133
2089,2135
2089,2136
2089,2137
2089,2138
2089,2139
2089,2140
2089,2141
2089,2142
2089,2143
2090,2089
2092,610
2092,210
2093,49
2094,49
2094,2400
2094,3857
2096,49
2096,8653
2096,6131
2096,3409
2096,6136
2096,1079
2096,5066
2096,32
2096,5042
2096,3019
2097,5902
2097,2218
2097,1661
2100,3019
2100,49
2108,49
2111,1080
2111,170
2111,806
2111,32
2111,375
2111,6947
2111,10
2111,8672
2111,8653
2111,8666
2111,6180
2111,5669
2111,49
2111,9144
2112,370
2113,49
2114,49
2118,8761
2118,36
2118,49
2118,8726
2118,3938
2118,8735
2118,8693
2125,4231
2125,16
2125,50
2125,2
2125,12
2125,11
2125,31
2125,86
2125,87
2125,22
2125,60
2125,88
2125,17
2125,30
2125,55
2125,62
2125,24
2125,49
2125,21
2125,279
2125,2299
2125,8268
2125,7895
2125,1
2125,1489
2125,1490
2125,1476
2125,7
2125,1491
2125,1492
2125,4
2125,19
2125,6428
2126,49
2133,49
2137,49
2139,49
2142,49
2143,49
2144,2177
2144,50
2145,2177
2145,50
2146,50
2147,50
2148,50
2149,10
2149,50
2150,50
2151,18
2151,50
2151,7906
2153,610
2153,296
2153,370
2153,4964
2153,50
2153,38
2154,610
2154,126
2154,296
2154,370
2154,50
2154,38
2155,50
2156,50
2157,50
2157,4035
2161,2164
2161,50
2162,18
2162,50
2163,50
2163,6556
2163,840
2163,3557
2163,2424
2163,2408
2163,2409
2163,2410
2163,2411
2163,3088
2163,2412
2163,2414
2163,2425
2165,50
2165,8717
2165,8725
2166,50
2166,8725
2170,8717
2170,50
2172,50
2173,50
2174,2079
2175,98
2175,2174
2175,310
2176,8725
2176,50
2176,3031
2178,50
2179,50
2180,50
2180,603
2181,50
2182,50
2184,50
2186,50
2186,2413
2186,459
2187,50
2188,50
2189,50
2190,50
2193,51
2196,51
2197,139
2197,203
2198,2079
2201,52
2202,8653
2202,8672
2202,8688
2202,8743
2202,1080
2202,1510
2202,52
2202,46
2202,8642
2202,9579
2202,1808
2202,1619
2203,259
2203,52
2204,52
2204,5065
2204,5066
2204,380
2204,1618
2204,4968
2204,8653
2205,6310
2205,1080
2205,128
2205,10
2205,4982
2205,333
2205,1325
2205,3021
2205,27
2205,84
2205,52
2205,305
2205,161
2205,247
2205,151
2205,3188
2205,335
2205,34
2205,8621
2205,315
2205,255
2205,201
2205,91
2205,2777
2205,3445
2205,253
2205,89
2205,1858
2205,141
2205,64
2205,129
2205,8623
2205,4941
2207,139
2209,52
2209,2079
2211,8667
2211,8670
2211,8666
2211,1080
2211,380
2211,263
2211,84
2211,52
2211,309
2212,3021
2213,3021
2214,9275
2214,32
2214,84
2215,3411
2218,1084
2219,53
2220,53
2220,1475
2220,1459
2221,53
2222,5233
2222,81
2222,53
2223,53
2223,1490
2223,2409
2224,5233
2224,81
2224,53
2224,1490
2225,1490
2225,5233
2225,2409
2226,53
2227,53
2229,53
2230,8717
2230,53
2230,1813
2230,1807
2231,53
2232,13
2232,53
2232,24
2233,53
2234,53
2234,1459
2235,53
2237,1661
2238,1080
2238,54
2238,6948
2238,6947
2238,151
2238,36
2238,56
2238,3188
2238,123
2238,8693
2238,1079
2238,8688
2238,3021
2238,203
2238,3974
2238,1661
2238,2217
2239,8666
2239,3170
2239,54
2239,2612
2239,7793
2240,3411
2240,788
2240,6948
2240,8483
2240,812
2241,6177
2242,7899
2242,7906
2242,54
2242,68
2242,1892
2244,788
2247,1661
2248,9543
2249,788
2252,8471
2252,7961
2252,2260
2252,8483
2252,54
2253,9
2253,4112
2253,4456
2253,54
2253,1618
2253,70
2253,8625
2253,8650
2253,228
2253,296
2254,27
2254,144
2256,126
2256,6739
2256,611
2256,91
2256,8468
2256,6948
2256,1618
2256,788
2257,54
2257,75
2258,1618
2258,6283
2258,54
2259,5065
2259,1618
2259,4793
2259,365
2259,54
2260,54
2260,83
2260,611
2262,54
2262,63
2262,36
2262,8693
2262,8752
2263,8471
2263,7961
2263,2260
2263,8483
2263,54
2266,788
2267,1080
2267,54
2267,341
2268,7895
2268,341
2268,54
2270,54
2270,310
2270,70
2271,54
2271,310
2271,70
2272,7896
2272,1810
2272,116
2273,4824
2273,788
2274,54
2275,1080
2275,54
2275,341
2276,2536
2276,54
2278,54
2279,55
2280,2327
2280,55
2283,2288
2283,55
2285,55
2286,55
2288,2217
2288,55
2289,2299
2289,2308
2295,55
2296,55
2297,2288
2297,55
2298,55
2299,1984
2299,55
2300,55
2300,2288
2301,2297
2301,2288
2301,55
2303,55
2304,1411
2308,55
2309,55
2311,55
2311,6428
2313,55
2321,2299
2322,55
2325,22
2325,55
2329,2324
2329,55
2331,55
2334,598
2334,603
2334,602
2334,56
2334,6136
2338,8693
2338,56
2338,36
2338,2938
2340,151
2340,36
2340,56
2340,228
2340,3188
2340,57
2341,6136
2343,1618
2343,3941
2343,151
2343,36
2343,56
2343,3188
2343,57
2343,94
2343,3803
2343,3804
2343,3805
2343,3806
2344,83
2344,8693
2344,36
2344,56
2345,3806
2345,3803
2346,3806
2346,3803
2347,3188
2347,3803
2348,83
2348,8693
2348,36
2348,56
2349,8734
2349,8682
2349,8756
2349,3805
2349,6146
2349,56
2349,85
2349,1858
2349,3941
2350,42
2350,1080
2350,56
2350,15
2350,36
2350,123
2350,8710
2350,8757
2352,91
2352,1080
2352,3021
2352,36
2352,123
2352,56
2352,139
2354,6137
2354,6146
2354,197
2355,5477
2355,10
2355,161
2355,36
2355,56
2355,129
2355,85
2356,8660
2356,8654
2356,6179
2356,8735
2356,8682
2356,8693
2356,7756
2356,7763
2356,8688
2356,3938
2356,100
2356,151
2356,56
2356,6146
2356,1489
2357,253
2357,100
2357,3188
2357,151
2357,56
2357,9152
2357,8752
2357,2356
2357,7756
2357,7763
2357,8654
2357,8735
2357,8682
2357,8660
2358,5042
2358,5066
2358,5065
2358,2015
2358,3941
2358,57
2358,4968
2358,8752
2358,8688
2358,8693
2358,7756
2358,7763
2359,8646
2359,8693
2359,6179
2359,8707
2359,8708
2359,8628
2359,8730
2359,4099
2360,56
2360,1325
2360,6136
2361,56
2361,36
2362,56
2362,8693
2362,8707
2362,8708
2363,56
2370,3246
2370,114
2370,3188
2370,8624
2370,335
2370,38
2379,2383
2381,5972
2381,7764
2381,8774
2381,1076
2383,3803
2383,8685
2383,389
2383,3028
2386,7506
2390,8685
2392,8653
2392,8685
2392,2375
2392,57
2394,3938
2396,1650
2396,8685
2398,57
2401,5346
2401,58
2401,5347
2403,58
2403,5347
2403,6283
2404,1491
2404,5346
2404,58
2404,5347
2405,1491
2405,5346
2405,58
2405,5347
2406,134
2406,5346
2406,58
2406,5347
2408,4967
2408,5805
2408,1489
2408,290
2408,2407
2409,1490
2410,1476
2412,1492
2413,7896
2416,1493
2418,4964
2418,4965
2418,4966
2418,4967
2418,160
2418,1618
2418,4968
2418,4969
2419,2407
2419,1002
2420,2328
2420,3557
2420,840
2420,1339
2420,61
2427,59
2436,59
2439,6428
2439,9028
2441,59
2443,59
2443,1619
2443,5902
2444,59
2446,2331
2446,62
2446,24
2446,88
2446,174
2446,585
2446,200
2446,108
2449,22
2449,59
2449,11
2449,30
2449,21
2453,59
2455,17
2455,55
2455,22
2455,59
2456,4824
2456,7
2456,3046
2456,12
2456,17
2465,2464
2467,59
2469,59
2473,2400
2477,60
2478,60
2479,60
2481,60
2485,60
2489,2514
2489,2476
2491,60
2492,2217
2494,60
2495,60
2497,60
2498,60
2499,60
2502,1476
2502,7
2502,73
2502,4
2502,88
2502,16
2502,30
2502,55
2502,24
2502,11
2502,60
2502,2
2502,19
2504,2514
2504,60
2505,41
2505,2
2505,12
2505,17
2505,87
2505,22
2505,24
2505,11
2505,60
2506,12
2506,585
2506,11
2506,2
2506,1491
2506,604
2506,600
2510,60
2512,60
2513,60
2514,4441
2515,60
2516,60
2516,2489
2516,4441
2518,60
2521,88
2521,3557
2521,31
2521,87
2521,55
2521,24
2521,11
2521,16
2521,60
2521,12
2521,840
2522,61
2523,17
2523,87
2523,62
2523,22
2523,24
2523,49
2523,11
2523,60
2523,8008
2523,12
2525,61
2526,61
2527,61
2530,2
2530,41
2530,61
2530,16
2530,31
2530,88
2530,17
2530,87
2530,30
2530,55
2530,62
2530,22
2530,24
2530,49
2530,11
2530,21
2530,60
2530,86
2530,12
2530,279
2530,8268
2530,1
2530,1489
2530,1490
2530,1476
2530,7
2530,1491
2530,1492
2530,4
2531,1494
2531,8008
2531,4824
2531,9037
2532,61
2533,61
2533,4823
2533,393
2537,1
2537,62
2537,165
2537,8268
2537,279
2537,1496
2537,1492
2537,61
2537,325
2537,49
2537,2141
2539,88
2539,17
2539,30
2539,55
2539,24
2539,61
2539,11
2539,49
2539,16
2539,21
2539,60
2539,12
2540,1807
2547,179
2547,2
2547,12
2547,16
2547,31
2547,88
2547,17
2547,87
2547,62
2547,22
2547,24
2547,49
2547,11
2547,21
2547,60
2547,279
2547,8268
2547,8008
2547,1
2547,1489
2547,1490
2547,1476
2547,7
2547,1491
2547,1492
2547,4
2548,61
2550,61
2552,8008
2552,4824
2552,5805
2552,9037
2555,7896
2555,179
2555,351
2555,2
2555,41
2555,61
2555,12
2555,16
2555,31
2555,88
2555,17
2555,87
2555,30
2555,55
2555,22
2555,24
2555,11
2555,21
2555,60
2555,59
2557,2
2557,1113
2557,8008
2557,1495
2557,33
2557,1
2557,1476
2557,19
2558,12
2558,31
2558,17
2558,30
2558,62
2558,49
2558,21
2558,61
2558,1
2558,1489
2558,1492
