instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,total
3165,2011-05-16,2,0,5,18,0,1,1,3,0.58,453
3166,2011-05-16,2,0,5,19,0,1,1,1,0.58,308
3167,2011-05-16,2,0,5,20,0,1,1,1,0.58,198
3168,2011-05-16,2,0,5,21,0,1,1,1,0.58,177
3169,2011-05-16,2,0,5,22,0,1,1,1,0.56,127
3170,2011-05-16,2,0,5,23,0,1,1,1,0.56,57
3171,2011-05-17,2,0,5,0,0,2,1,2,0.56,31
3172,2011-05-17,2,0,5,1,0,2,1,3,0.56,13
3173,2011-05-17,2,0,5,2,0,2,1,3,0.56,8
3174,2011-05-17,2,0,5,3,0,2,1,3,0.54,4
3175,2011-05-17,2,0,5,4,0,2,1,3,0.54,4
3176,2011-05-17,2,0,5,5,0,2,1,3,0.52,22
3177,2011-05-17,2,0,5,6,0,2,1,3,0.52,49
3178,2011-05-17,2,0,5,7,0,2,1,2,0.52,151
3179,2011-05-17,2,0,5,8,0,2,1,2,0.52,347
3180,2011-05-17,2,0,5,9,0,2,1,2,0.54,207
3181,2011-05-17,2,0,5,10,0,2,1,3,0.54,104
3182,2011-05-17,2,0,5,11,0,2,1,2,0.56,130
3183,2011-05-17,2,0,5,12,0,2,1,3,0.56,153
3184,2011-05-17,2,0,5,13,0,2,1,2,0.56,172
3185,2011-05-17,2,0,5,14,0,2,1,1,0.62,184
3186,2011-05-17,2,0,5,15,0,2,1,1,0.62,210
3187,2011-05-17,2,0,5,16,0,2,1,1,0.62,290
3188,2011-05-17,2,0,5,17,0,2,1,1,0.62,604
3189,2011-05-17,2,0,5,18,0,2,1,1,0.6,480
3190,2011-05-17,2,0,5,19,0,2,1,1,0.6,349
3191,2011-05-17,2,0,5,20,0,2,1,1,0.58,283
3192,2011-05-17,2,0,5,21,0,2,1,1,0.54,174
3193,2011-05-17,2,0,5,22,0,2,1,2,0.54,98
3194,2011-05-17,2,0,5,23,0,2,1,2,0.54,56
3195,2011-05-18,2,0,5,0,0,3,1,2,0.54,23
3196,2011-05-18,2,0,5,1,0,3,1,2,0.54,12
3197,2011-05-18,2,0,5,2,0,3,1,3,0.52,6
3198,2011-05-18,2,0,5,3,0,3,1,3,0.52,9
3199,2011-05-18,2,0,5,4,0,3,1,3,0.52,3
3200,2011-05-18,2,0,5,5,0,3,1,1,0.52,9
3201,2011-05-18,2,0,5,6,0,3,1,1,0.52,101
3202,2011-05-18,2,0,5,7,0,3,1,1,0.54,274
3203,2011-05-18,2,0,5,8,0,3,1,1,0.56,453
3204,2011-05-18,2,0,5,9,0,3,1,3,0.56,202
3205,2011-05-18,2,0,5,10,0,3,1,3,0.54,106
3206,2011-05-18,2,0,5,11,0,3,1,2,0.54,23
3207,2011-05-18,2,0,5,12,0,3,1,1,0.56,54
3208,2011-05-18,2,0,5,13,0,3,1,2,0.56,122
3209,2011-05-18,2,0,5,14,0,3,1,2,0.58,138
3210,2011-05-18,2,0,5,15,0,3,1,1,0.6,167
3211,2011-05-18,2,0,5,16,0,3,1,1,0.6,294
3212,2011-05-18,2,0,5,17,0,3,1,1,0.6,565
3213,2011-05-18,2,0,5,18,0,3,1,1,0.6,489
3214,2011-05-18,2,0,5,19,0,3,1,3,0.56,331
3215,2011-05-18,2,0,5,20,0,3,1,3,0.56,213
3216,2011-05-18,2,0,5,21,0,3,1,1,0.52,85
3217,2011-05-18,2,0,5,22,0,3,1,1,0.52,117
3218,2011-05-18,2,0,5,23,0,3,1,1,0.52,59
3219,2011-05-19,2,0,5,0,0,4,1,1,0.52,29
3220,2011-05-19,2,0,5,1,0,4,1,1,0.5,6
3221,2011-05-19,2,0,5,2,0,4,1,1,0.5,15
3222,2011-05-19,2,0,5,3,0,4,1,1,0.48,4
3223,2011-05-19,2,0,5,4,0,4,1,1,0.48,5
3224,2011-05-19,2,0,5,5,0,4,1,1,0.48,26
3225,2011-05-19,2,0,5,6,0,4,1,2,0.5,103
3226,2011-05-19,2,0,5,7,0,4,1,2,0.5,257
3227,2011-05-19,2,0,5,8,0,4,1,2,0.52,487
3228,2011-05-19,2,0,5,9,0,4,1,2,0.54,216
3229,2011-05-19,2,0,5,10,0,4,1,2,0.54,130
3230,2011-05-19,2,0,5,11,0,4,1,3,0.54,164
3231,2011-05-19,2,0,5,12,0,4,1,2,0.58,168
3232,2011-05-19,2,0,5,13,0,4,1,3,0.58,183
3233,2011-05-19,2,0,5,14,0,4,1,3,0.54,180
3234,2011-05-19,2,0,5,15,0,4,1,1,0.56,188
3235,2011-05-19,2,0,5,16,0,4,1,1,0.58,302
3236,2011-05-19,2,0,5,17,0,4,1,1,0.56,547
3237,2011-05-19,2,0,5,18,0,4,1,1,0.6,513
3238,2011-05-19,2,0,5,19,0,4,1,1,0.58,410
3239,2011-05-19,2,0,5,20,0,4,1,1,0.54,282
3240,2011-05-19,2,0,5,21,0,4,1,1,0.54,209
3241,2011-05-19,2,0,5,22,0,4,1,3,0.5,79
3242,2011-05-19,2,0,5,23,0,4,1,1,0.48,72
3243,2011-05-20,2,0,5,0,0,5,1,1,0.46,48
3244,2011-05-20,2,0,5,1,0,5,1,1,0.46,25
3245,2011-05-20,2,0,5,2,0,5,1,1,0.44,8
3246,2011-05-20,2,0,5,3,0,5,1,1,0.44,5
3247,2011-05-20,2,0,5,4,0,5,1,1,0.44,5
3248,2011-05-20,2,0,5,5,0,5,1,1,0.44,28
3249,2011-05-20,2,0,5,6,0,5,1,1,0.46,117
3250,2011-05-20,2,0,5,7,0,5,1,1,0.5,319
3251,2011-05-20,2,0,5,8,0,5,1,1,0.54,517
3252,2011-05-20,2,0,5,9,0,5,1,1,0.54,234
3253,2011-05-20,2,0,5,10,0,5,1,1,0.56,148
3254,2011-05-20,2,0,5,11,0,5,1,2,0.58,196
3255,2011-05-20,2,0,5,12,0,5,1,2,0.6,255
3256,2011-05-20,2,0,5,13,0,5,1,3,0.6,232
3257,2011-05-20,2,0,5,14,0,5,1,1,0.62,197
3258,2011-05-20,2,0,5,15,0,5,1,2,0.6,242
3259,2011-05-20,2,0,5,16,0,5,1,2,0.6,330
3260,2011-05-20,2,0,5,17,0,5,1,1,0.62,554
3261,2011-05-20,2,0,5,18,0,5,1,1,0.6,473
3262,2011-05-20,2,0,5,19,0,5,1,1,0.58,302
3263,2011-05-20,2,0,5,20,0,5,1,1,0.58,220
3264,2011-05-20,2,0,5,21,0,5,1,1,0.56,195
3265,2011-05-20,2,0,5,22,0,5,1,1,0.54,152
3266,2011-05-20,2,0,5,23,0,5,1,1,0.52,115
3267,2011-05-21,2,0,5,0,0,6,0,1,0.52,98
3268,2011-05-21,2,0,5,1,0,6,0,1,0.52,72
3269,2011-05-21,2,0,5,2,0,6,0,1,0.52,40
3270,2011-05-21,2,0,5,3,0,6,0,1,0.48,19
3271,2011-05-21,2,0,5,4,0,6,0,1,0.46,7
3272,2011-05-21,2,0,5,5,0,6,0,1,0.46,5
3273,2011-05-21,2,0,5,6,0,6,0,1,0.5,28
3274,2011-05-21,2,0,5,7,0,6,0,1,0.54,43
3275,2011-05-21,2,0,5,8,0,6,0,1,0.56,126
3276,2011-05-21,2,0,5,9,0,6,0,1,0.6,225
3277,2011-05-21,2,0,5,10,0,6,0,1,0.62,323
3278,2011-05-21,2,0,5,11,0,6,0,1,0.64,418
3279,2011-05-21,2,0,5,12,0,6,0,1,0.66,493
3280,2011-05-21,2,0,5,13,0,6,0,1,0.7,462
3281,2011-05-21,2,0,5,14,0,6,0,1,0.72,456
3282,2011-05-21,2,0,5,15,0,6,0,1,0.72,506
3283,2011-05-21,2,0,5,16,0,6,0,2,0.72,471
3284,2011-05-21,2,0,5,17,0,6,0,2,0.72,444
3285,2011-05-21,2,0,5,18,0,6,0,2,0.7,444
3286,2011-05-21,2,0,5,19,0,6,0,1,0.68,301
3287,2011-05-21,2,0,5,20,0,6,0,1,0.62,248
3288,2011-05-21,2,0,5,21,0,6,0,1,0.62,227
3289,2011-05-21,2,0,5,22,0,6,0,1,0.6,204
3290,2011-05-21,2,0,5,23,0,6,0,1,0.58,145
3291,2011-05-22,2,0,5,0,0,0,0,1,0.54,131
3292,2011-05-22,2,0,5,1,0,0,0,1,0.52,98
3293,2011-05-22,2,0,5,2,0,0,0,1,0.52,68
3294,2011-05-22,2,0,5,3,0,0,0,1,0.5,33
3295,2011-05-22,2,0,5,4,0,0,0,1,0.5,12
3296,2011-05-22,2,0,5,5,0,0,0,1,0.5,6
3297,2011-05-22,2,0,5,6,0,0,0,1,0.52,18
3298,2011-05-22,2,0,5,7,0,0,0,1,0.54,40
3299,2011-05-22,2,0,5,8,0,0,0,1,0.6,94
3300,2011-05-22,2,0,5,9,0,0,0,1,0.62,189
3301,2011-05-22,2,0,5,10,0,0,0,1,0.64,305
3302,2011-05-22,2,0,5,11,0,0,0,1,0.7,373
3303,2011-05-22,2,0,5,12,0,0,0,2,0.72,401
3304,2011-05-22,2,0,5,13,0,0,0,2,0.66,455
3305,2011-05-22,2,0,5,14,0,0,0,3,0.62,316
3306,2011-05-22,2,0,5,15,0,0,0,2,0.66,331
3307,2011-05-22,2,0,5,16,0,0,0,1,0.68,273
3308,2011-05-22,2,0,5,17,0,0,0,1,0.7,306
3309,2011-05-22,2,0,5,18,0,0,0,1,0.66,358
3310,2011-05-22,2,0,5,19,0,0,0,1,0.66,300
3311,2011-05-22,2,0,5,20,0,0,0,1,0.64,231
3312,2011-05-22,2,0,5,21,0,0,0,1,0.62,136
3313,2011-05-22,2,0,5,22,0,0,0,1,0.6,121
3314,2011-05-22,2,0,5,23,0,0,0,2,0.58,65
3315,2011-05-23,2,0,5,0,0,1,1,2,0.56,41
3316,2011-05-23,2,0,5,1,0,1,1,1,0.56,9
3317,2011-05-23,2,0,5,2,0,1,1,3,0.56,5
3318,2011-05-23,2,0,5,3,0,1,1,3,0.54,4
3319,2011-05-23,2,0,5,4,0,1,1,2,0.54,4
3320,2011-05-23,2,0,5,5,0,1,1,2,0.54,11
3321,2011-05-23,2,0,5,6,0,1,1,2,0.54,96
3322,2011-05-23,2,0,5,7,0,1,1,2,0.56,236
3323,2011-05-23,2,0,5,8,0,1,1,1,0.6,409
3324,2011-05-23,2,0,5,9,0,1,1,1,0.6,167
3325,2011-05-23,2,0,5,10,0,1,1,1,0.66,121
3326,2011-05-23,2,0,5,11,0,1,1,1,0.68,180
3327,2011-05-23,2,0,5,12,0,1,1,1,0.68,204
3328,2011-05-23,2,0,5,13,0,1,1,2,0.74,204
3329,2011-05-23,2,0,5,14,0,1,1,2,0.72,187
3330,2011-05-23,2,0,5,15,0,1,1,2,0.72,176
3331,2011-05-23,2,0,5,16,0,1,1,2,0.72,279
3332,2011-05-23,2,0,5,17,0,1,1,3,0.72,429
3333,2011-05-23,2,0,5,18,0,1,1,1,0.7,453
3334,2011-05-23,2,0,5,19,0,1,1,1,0.7,358
3335,2011-05-23,2,0,5,20,0,1,1,1,0.64,310
3336,2011-05-23,2,0,5,21,0,1,1,1,0.64,188
3337,2011-05-23,2,0,5,22,0,1,1,1,0.62,131
3338,2011-05-23,2,0,5,23,0,1,1,2,0.62,72
3339,2011-05-24,2,0,5,0,0,2,1,2,0.6,35
3340,2011-05-24,2,0,5,1,0,2,1,2,0.6,15
3341,2011-05-24,2,0,5,2,0,2,1,2,0.6,10
3342,2011-05-24,2,0,5,3,0,2,1,2,0.58,2
3343,2011-05-24,2,0,5,4,0,2,1,1,0.6,4
3344,2011-05-24,2,0,5,5,0,2,1,2,0.58,24
3345,2011-05-24,2,0,5,6,0,2,1,2,0.58,112
3346,2011-05-24,2,0,5,7,0,2,1,3,0.64,314
3347,2011-05-24,2,0,5,8,0,2,1,3,0.62,434
3348,2011-05-24,2,0,5,9,0,2,1,2,0.64,138
3349,2011-05-24,2,0,5,10,0,2,1,1,0.7,108
3350,2011-05-24,2,0,5,11,0,2,1,1,0.74,175
3351,2011-05-24,2,0,5,12,0,2,1,1,0.76,170
3352,2011-05-24,2,0,5,13,0,2,1,1,0.78,190
3353,2011-05-24,2,0,5,14,0,2,1,1,0.78,153
3354,2011-05-24,2,0,5,15,0,2,1,3,0.74,188
3355,2011-05-24,2,0,5,16,0,2,1,1,0.66,277
3356,2011-05-24,2,0,5,17,0,2,1,1,0.7,548
3357,2011-05-24,2,0,5,18,0,2,1,1,0.7,564
3358,2011-05-24,2,0,5,19,0,2,1,1,0.66,355
3359,2011-05-24,2,0,5,20,0,2,1,1,0.66,280
3360,2011-05-24,2,0,5,21,0,2,1,1,0.64,189
3361,2011-05-24,2,0,5,22,0,2,1,3,0.62,141
3362,2011-05-24,2,0,5,23,0,2,1,3,0.66,66
3363,2011-05-25,2,0,5,0,0,3,1,3,0.6,35
3364,2011-05-25,2,0,5,1,0,3,1,3,0.58,8
3365,2011-05-25,2,0,5,2,0,3,1,2,0.56,8
3366,2011-05-25,2,0,5,3,0,3,1,1,0.54,9
3367,2011-05-25,2,0,5,4,0,3,1,1,0.54,3
3368,2011-05-25,2,0,5,5,0,3,1,1,0.56,25
3369,2011-05-25,2,0,5,6,0,3,1,1,0.56,117
3370,2011-05-25,2,0,5,7,0,3,1,1,0.62,313
3371,2011-05-25,2,0,5,8,0,3,1,1,0.64,531
3372,2011-05-25,2,0,5,9,0,3,1,1,0.68,234
3373,2011-05-25,2,0,5,10,0,3,1,1,0.7,135
3374,2011-05-25,2,0,5,11,0,3,1,1,0.74,140
3375,2011-05-25,2,0,5,12,0,3,1,1,0.74,210
3376,2011-05-25,2,0,5,13,0,3,1,1,0.74,202
3377,2011-05-25,2,0,5,14,0,3,1,1,0.74,168
3378,2011-05-25,2,0,5,15,0,3,1,1,0.76,182
3379,2011-05-25,2,0,5,16,0,3,1,1,0.74,299
3380,2011-05-25,2,0,5,17,0,3,1,1,0.74,601
3381,2011-05-25,2,0,5,18,0,3,1,1,0.72,517
3382,2011-05-25,2,0,5,19,0,3,1,1,0.7,405
3383,2011-05-25,2,0,5,20,0,3,1,1,0.7,340
3384,2011-05-25,2,0,5,21,0,3,1,1,0.66,236
3385,2011-05-25,2,0,5,22,0,3,1,1,0.66,174
3386,2011-05-25,2,0,5,23,0,3,1,1,0.64,86
3387,2011-05-26,2,0,5,0,0,4,1,1,0.64,45
3388,2011-05-26,2,0,5,1,0,4,1,1,0.64,16
3389,2011-05-26,2,0,5,2,0,4,1,1,0.62,14
3390,2011-05-26,2,0,5,3,0,4,1,1,0.6,4
3391,2011-05-26,2,0,5,4,0,4,1,1,0.6,2
3392,2011-05-26,2,0,5,5,0,4,1,2,0.6,27
3393,2011-05-26,2,0,5,6,0,4,1,2,0.6,98
3394,2011-05-26,2,0,5,7,0,4,1,2,0.62,286
3395,2011-05-26,2,0,5,8,0,4,1,2,0.66,489
3396,2011-05-26,2,0,5,9,0,4,1,1,0.72,216
3397,2011-05-26,2,0,5,10,0,4,1,1,0.7,143
3398,2011-05-26,2,0,5,11,0,4,1,1,0.74,160
3399,2011-05-26,2,0,5,12,0,4,1,1,0.78,194
3400,2011-05-26,2,0,5,13,0,4,1,1,0.82,197
3401,2011-05-26,2,0,5,14,0,4,1,1,0.82,189
3402,2011-05-26,2,0,5,15,0,4,1,2,0.82,141
3403,2011-05-26,2,0,5,16,0,4,1,2,0.8,291
3404,2011-05-26,2,0,5,17,0,4,1,1,0.8,494
3405,2011-05-26,2,0,5,18,0,4,1,1,0.8,478
3406,2011-05-26,2,0,5,19,0,4,1,1,0.78,378
3407,2011-05-26,2,0,5,20,0,4,1,1,0.72,322
3408,2011-05-26,2,0,5,21,0,4,1,1,0.72,223
3409,2011-05-26,2,0,5,22,0,4,1,1,0.7,180
3410,2011-05-26,2,0,5,23,0,4,1,1,0.7,90
3411,2011-05-27,2,0,5,0,0,5,1,1,0.68,69
3412,2011-05-27,2,0,5,1,0,5,1,1,0.7,50
3413,2011-05-27,2,0,5,2,0,5,1,1,0.68,18
3414,2011-05-27,2,0,5,3,0,5,1,1,0.66,12
3415,2011-05-27,2,0,5,4,0,5,1,1,0.64,7
3416,2011-05-27,2,0,5,5,0,5,1,1,0.64,31
3417,2011-05-27,2,0,5,6,0,5,1,1,0.64,81
3418,2011-05-27,2,0,5,7,0,5,1,1,0.64,249
3419,2011-05-27,2,0,5,8,0,5,1,1,0.66,418
3420,2011-05-27,2,0,5,9,0,5,1,1,0.7,227
3421,2011-05-27,2,0,5,10,0,5,1,1,0.72,153
3422,2011-05-27,2,0,5,11,0,5,1,2,0.74,166
3423,2011-05-27,2,0,5,12,0,5,1,2,0.76,243
3424,2011-05-27,2,0,5,13,0,5,1,1,0.74,209
3425,2011-05-27,2,0,5,14,0,5,1,1,0.76,239
3426,2011-05-27,2,0,5,15,0,5,1,1,0.78,356
3427,2011-05-27,2,0,5,16,0,5,1,2,0.76,419
3428,2011-05-27,2,0,5,17,0,5,1,1,0.74,491
3429,2011-05-27,2,0,5,18,0,5,1,2,0.72,399
3430,2011-05-27,2,0,5,19,0,5,1,3,0.6,279
3431,2011-05-27,2,0,5,20,0,5,1,2,0.62,144
3432,2011-05-27,2,0,5,21,0,5,1,1,0.6,151
3433,2011-05-27,2,0,5,22,0,5,1,1,0.6,141
3434,2011-05-27,2,0,5,23,0,5,1,1,0.58,127
3435,2011-05-28,2,0,5,0,0,6,0,1,0.58,94
3436,2011-05-28,2,0,5,1,0,6,0,1,0.58,55
3437,2011-05-28,2,0,5,2,0,6,0,1,0.56,48
3438,2011-05-28,2,0,5,3,0,6,0,1,0.56,15
3439,2011-05-28,2,0,5,4,0,6,0,1,0.56,4
3440,2011-05-28,2,0,5,5,0,6,0,1,0.56,7
3441,2011-05-28,2,0,5,6,0,6,0,1,0.58,19
3442,2011-05-28,2,0,5,7,0,6,0,1,0.6,50
3443,2011-05-28,2,0,5,8,0,6,0,1,0.62,102
3444,2011-05-28,2,0,5,9,0,6,0,1,0.64,177
3445,2011-05-28,2,0,5,10,0,6,0,1,0.7,276
3446,2011-05-28,2,0,5,11,0,6,0,1,0.7,349
3447,2011-05-28,2,0,5,12,0,6,0,1,0.72,358
3448,2011-05-28,2,0,5,13,0,6,0,1,0.72,385
3449,2011-05-28,2,0,5,14,0,6,0,1,0.74,382
3450,2011-05-28,2,0,5,15,0,6,0,1,0.74,374
3451,2011-05-28,2,0,5,16,0,6,0,1,0.76,402
3452,2011-05-28,2,0,5,17,0,6,0,1,0.74,341
3453,2011-05-28,2,0,5,18,0,6,0,1,0.72,385
3454,2011-05-28,2,0,5,19,0,6,0,1,0.7,252
3455,2011-05-28,2,0,5,20,0,6,0,1,0.7,196
3456,2011-05-28,2,0,5,21,0,6,0,1,0.66,201
3457,2011-05-28,2,0,5,22,0,6,0,1,0.66,161
3458,2011-05-28,2,0,5,23,0,6,0,1,0.64,125
3459,2011-05-29,2,0,5,0,0,0,0,1,0.64,83
3460,2011-05-29,2,0,5,1,0,0,0,1,0.62,66
3461,2011-05-29,2,0,5,2,0,0,0,1,0.62,61
3462,2011-05-29,2,0,5,3,0,0,0,1,0.62,26
3463,2011-05-29,2,0,5,4,0,0,0,1,0.6,23
3464,2011-05-29,2,0,5,5,0,0,0,1,0.6,6
3465,2011-05-29,2,0,5,6,0,0,0,2,0.62,15
3466,2011-05-29,2,0,5,7,0,0,0,2,0.62,30
3467,2011-05-29,2,0,5,8,0,0,0,2,0.62,96
3468,2011-05-29,2,0,5,9,0,0,0,2,0.62,152
3469,2011-05-29,2,0,5,10,0,0,0,2,0.66,251
3470,2011-05-29,2,0,5,11,0,0,0,2,0.66,319
3471,2011-05-29,2,0,5,12,0,0,0,2,0.7,402
3472,2011-05-29,2,0,5,13,0,0,0,1,0.72,418
3473,2011-05-29,2,0,5,14,0,0,0,1,0.74,351
3474,2011-05-29,2,0,5,15,0,0,0,1,0.74,376
3475,2011-05-29,2,0,5,16,0,0,0,1,0.74,361
3476,2011-05-29,2,0,5,17,0,0,0,1,0.74,383
3477,2011-05-29,2,0,5,18,0,0,0,1,0.72,328
3478,2011-05-29,2,0,5,19,0,0,0,1,0.72,287
3479,2011-05-29,2,0,5,20,0,0,0,1,0.7,219
3480,2011-05-29,2,0,5,21,0,0,0,1,0.68,229
3481,2011-05-29,2,0,5,22,0,0,0,1,0.66,171
3482,2011-05-29,2,0,5,23,0,0,0,1,0.66,135
3483,2011-05-30,2,0,5,0,1,1,0,1,0.64,103
3484,2011-05-30,2,0,5,1,1,1,0,1,0.64,79
3485,2011-05-30,2,0,5,2,1,1,0,1,0.64,45
3486,2011-05-30,2,0,5,3,1,1,0,1,0.64,18
3487,2011-05-30,2,0,5,4,1,1,0,1,0.62,6
3488,2011-05-30,2,0,5,5,1,1,0,2,0.62,7
3489,2011-05-30,2,0,5,6,1,1,0,2,0.64,16
3490,2011-05-30,2,0,5,7,1,1,0,2,0.64,31
3491,2011-05-30,2,0,5,8,1,1,0,2,0.66,94
3492,2011-05-30,2,0,5,9,1,1,0,1,0.72,128
3493,2011-05-30,2,0,5,10,1,1,0,1,0.8,269
3494,2011-05-30,2,0,5,11,1,1,0,1,0.82,321
3495,2011-05-30,2,0,5,12,1,1,0,1,0.86,366
3496,2011-05-30,2,0,5,13,1,1,0,1,0.86,350
3497,2011-05-30,2,0,5,14,1,1,0,1,0.88,327
3498,2011-05-30,2,0,5,15,1,1,0,1,0.88,311
3499,2011-05-30,2,0,5,16,1,1,0,1,0.88,309
3500,2011-05-30,2,0,5,17,1,1,0,1,0.86,304
3501,2011-05-30,2,0,5,18,1,1,0,1,0.86,249
3502,2011-05-30,2,0,5,19,1,1,0,2,0.52,225
3503,2011-05-30,2,0,5,20,1,1,0,1,0.76,237
3504,2011-05-30,2,0,5,21,1,1,0,1,0.74,149
3505,2011-05-30,2,0,5,22,1,1,0,1,0.72,106
3506,2011-05-30,2,0,5,23,1,1,0,1,0.7,48
3507,2011-05-31,2,0,5,0,0,2,1,1,0.7,29
3508,2011-05-31,2,0,5,1,0,2,1,1,0.68,17
3509,2011-05-31,2,0,5,2,0,2,1,2,0.66,12
3510,2011-05-31,2,0,5,3,0,2,1,2,0.64,4
3511,2011-05-31,2,0,5,4,0,2,1,1,0.66,3
3512,2011-05-31,2,0,5,5,0,2,1,1,0.66,26
3513,2011-05-31,2,0,5,6,0,2,1,1,0.68,109
3514,2011-05-31,2,0,5,7,0,2,1,1,0.74,235
3515,2011-05-31,2,0,5,8,0,2,1,1,0.78,406
3516,2011-05-31,2,0,5,9,0,2,1,1,0.8,175
3517,2011-05-31,2,0,5,10,0,2,1,1,0.82,109
3518,2011-05-31,2,0,5,11,0,2,1,1,0.86,106
3519,2011-05-31,2,0,5,12,0,2,1,1,0.86,162
3520,2011-05-31,2,0,5,13,0,2,1,1,0.9,147
3521,2011-05-31,2,0,5,14,0,2,1,1,0.9,140
3522,2011-05-31,2,0,5,15,0,2,1,1,0.9,175
3523,2011-05-31,2,0,5,16,0,2,1,1,0.9,249
3524,2011-05-31,2,0,5,17,0,2,1,1,0.84,495
3525,2011-05-31,2,0,5,18,0,2,1,1,0.84,417
3526,2011-05-31,2,0,5,19,0,2,1,1,0.78,285
3527,2011-05-31,2,0,5,20,0,2,1,1,0.78,251
3528,2011-05-31,2,0,5,21,0,2,1,1,0.76,210
3529,2011-05-31,2,0,5,22,0,2,1,1,0.74,159
3530,2011-05-31,2,0,5,23,0,2,1,1,0.72,61
3531,2011-06-01,2,0,6,0,0,3,1,1,0.7,34
3532,2011-06-01,2,0,6,1,0,3,1,1,0.7,17
3533,2011-06-01,2,0,6,2,0,3,1,1,0.7,3
3534,2011-06-01,2,0,6,3,0,3,1,1,0.68,6
3535,2011-06-01,2,0,6,4,0,3,1,2,0.68,4
3536,2011-06-01,2,0,6,5,0,3,1,2,0.66,21
3537,2011-06-01,2,0,6,6,0,3,1,2,0.68,128
3538,2011-06-01,2,0,6,7,0,3,1,2,0.7,284
3539,2011-06-01,2,0,6,8,0,3,1,2,0.72,454
3540,2011-06-01,2,0,6,9,0,3,1,2,0.74,207
3541,2011-06-01,2,0,6,10,0,3,1,2,0.76,115
3542,2011-06-01,2,0,6,11,0,3,1,2,0.82,112
3543,2011-06-01,2,0,6,12,0,3,1,1,0.86,169
3544,2011-06-01,2,0,6,13,0,3,1,1,0.9,154
3545,2011-06-01,2,0,6,14,0,3,1,1,0.9,145
3546,2011-06-01,2,0,6,15,0,3,1,1,0.9,152
3547,2011-06-01,2,0,6,16,0,3,1,1,0.86,266
3548,2011-06-01,2,0,6,17,0,3,1,1,0.86,486
3549,2011-06-01,2,0,6,18,0,3,1,3,0.82,309
3550,2011-06-01,2,0,6,19,0,3,1,2,0.74,264
3551,2011-06-01,2,0,6,20,0,3,1,2,0.74,256
3552,2011-06-01,2,0,6,21,0,3,1,1,0.74,190
3553,2011-06-01,2,0,6,22,0,3,1,1,0.74,129
3554,2011-06-01,2,0,6,23,0,3,1,1,0.74,69
3555,2011-06-02,2,0,6,0,0,4,1,1,0.74,42
3556,2011-06-02,2,0,6,1,0,4,1,1,0.72,15
3557,2011-06-02,2,0,6,2,0,4,1,1,0.7,6
3558,2011-06-02,2,0,6,3,0,4,1,1,0.66,4
3559,2011-06-02,2,0,6,4,0,4,1,1,0.66,3
3560,2011-06-02,2,0,6,5,0,4,1,1,0.66,31
3561,2011-06-02,2,0,6,6,0,4,1,1,0.66,113
3562,2011-06-02,2,0,6,7,0,4,1,1,0.7,304
3563,2011-06-02,2,0,6,8,0,4,1,1,0.7,467
3564,2011-06-02,2,0,6,9,0,4,1,1,0.72,225
3565,2011-06-02,2,0,6,10,0,4,1,1,0.72,139
3566,2011-06-02,2,0,6,11,0,4,1,1,0.74,165
3567,2011-06-02,2,0,6,12,0,4,1,1,0.76,232
3568,2011-06-02,2,0,6,13,0,4,1,1,0.8,203
3569,2011-06-02,2,0,6,14,0,4,1,1,0.78,185
3570,2011-06-02,2,0,6,15,0,4,1,1,0.8,188
3571,2011-06-02,2,0,6,16,0,4,1,1,0.8,318
3572,2011-06-02,2,0,6,17,0,4,1,1,0.76,572
3573,2011-06-02,2,0,6,18,0,4,1,1,0.74,525
3574,2011-06-02,2,0,6,19,0,4,1,1,0.72,379
3575,2011-06-02,2,0,6,20,0,4,1,1,0.7,337
3576,2011-06-02,2,0,6,21,0,4,1,1,0.66,248
3577,2011-06-02,2,0,6,22,0,4,1,1,0.64,155
3578,2011-06-02,2,0,6,23,0,4,1,1,0.62,112
3579,2011-06-03,2,0,6,0,0,5,1,1,0.62,68
3580,2011-06-03,2,0,6,1,0,5,1,1,0.6,22
3581,2011-06-03,2,0,6,2,0,5,1,1,0.56,12
3582,2011-06-03,2,0,6,3,0,5,1,1,0.54,5
3583,2011-06-03,2,0,6,4,0,5,1,1,0.52,6
3584,2011-06-03,2,0,6,5,0,5,1,1,0.52,28
3585,2011-06-03,2,0,6,6,0,5,1,1,0.54,106
3586,2011-06-03,2,0,6,7,0,5,1,1,0.54,277
3587,2011-06-03,2,0,6,8,0,5,1,2,0.56,502
3588,2011-06-03,2,0,6,9,0,5,1,1,0.58,230
3589,2011-06-03,2,0,6,10,0,5,1,1,0.62,161
3590,2011-06-03,2,0,6,11,0,5,1,1,0.64,192
3591,2011-06-03,2,0,6,12,0,5,1,1,0.66,259
3592,2011-06-03,2,0,6,13,0,5,1,1,0.68,248
3593,2011-06-03,2,0,6,14,0,5,1,1,0.7,240
3594,2011-06-03,2,0,6,15,0,5,1,1,0.7,212
3595,2011-06-03,2,0,6,16,0,5,1,1,0.72,349
3596,2011-06-03,2,0,6,17,0,5,1,1,0.72,558
3597,2011-06-03,2,0,6,18,0,5,1,1,0.7,564
3598,2011-06-03,2,0,6,19,0,5,1,1,0.68,391
3599,2011-06-03,2,0,6,20,0,5,1,1,0.64,293
3600,2011-06-03,2,0,6,21,0,5,1,1,0.64,247
